qid,docno,label
6939858#0,6939858#0,0
6939858#0,822#49,0
6939858#0,6939858#3,0
6939858#0,8762700#0,0
6939858#0,6918878#4,0
6939858#0,2030239#1,0
6939858#0,14545947#0,0
6939858#0,7734204#11,0
6939858#0,11546027#2,0
8450571#0,10451652#1,1
8450571#0,146332#6,1
8450571#0,4165648#0,1
8450571#0,146332#15,1
8450571#0,146332#9,1
8450571#0,146332#20,1
8450571#0,146332#24,0
8450571#0,146332#17,0
8450571#0,4165648#52,0
8450571#0,3884006#27,0
6509855#0,13244995#0,1
6509855#0,3573292#67,1
6509855#0,99473#29,0
6509855#0,94349#64,0
6509855#0,49580#2,0
6509855#0,227141#13,0
6509855#0,4493845#1,0
6509855#0,1873791#30,0
6509855#0,84341#47,0
6509855#0,99473#1,0
2871334#0,10125415#1,1
2871334#0,5613#3,0
2871334#0,5613#4,0
2871334#0,262275#1,0
2871334#0,9765873#0,0
2871334#0,1576994#1,0
2871334#0,7644874#0,0
2871334#0,5055251#3,0
2871334#0,5055251#4,0
2871334#0,4284079#62,0
5630749#0,4952055#14,1
5630749#0,180650#13,0
5630749#0,2030537#4,0
5630749#0,635780#11,0
5630749#0,318408#5,0
5630749#0,13059797#2,0
5630749#0,3270865#90,0
5630749#0,801285#4,0
5630749#0,592370#4,0
5630749#0,1197963#19,0
58618#0,12281156#15,1
58618#0,10910#9,1
58618#0,3170#71,1
58618#0,12022624#3,1
58618#0,14513043#0,0
58618#0,3497748#4,0
58618#0,918398#0,0
58618#0,91065#9,0
58618#0,12028184#8,0
58618#0,3170#59,0
81521#0,659984#14,1
81521#0,1711469#31,1
81521#0,15450#7,1
81521#0,11882#14,1
81521#0,12610528#6,1
81521#0,659984#16,0
81521#0,12804606#5,0
81521#0,5568908#20,0
81521#0,420670#1,0
81521#0,277477#0,0
1950972#0,264316#18,1
1950972#0,1648421#6,0
1950972#0,6933203#5,0
1950972#0,10328065#2,0
1950972#0,9001854#2,0
1950972#0,365693#4,0
1950972#0,10439474#4,0
1950972#0,7753969#1,0
1950972#0,13187474#9,0
1950972#0,457223#14,0
3305039#0,7508#6,1
3305039#0,3792737#2,0
3305039#0,7508#38,0
3305039#0,7508#9,0
3305039#0,3792737#5,0
3305039#0,7508#0,0
3305039#0,3150457#0,0
3305039#0,376889#0,0
3305039#0,2878858#1,0
3305039#0,4176515#2,0
8979010#0,358751#59,1
8979010#0,4175940#6,1
8979010#0,3045892#135,1
8979010#0,4873904#24,0
8979010#0,4873904#39,0
8979010#0,268902#2,0
8979010#0,22445#13,0
8979010#0,4873904#13,0
8979010#0,4873904#53,0
8979010#0,4873904#23,0
663120#0,13437771#18,1
663120#0,370598#2,1
663120#0,9874030#1,0
663120#0,9934420#1,0
663120#0,276583#4,0
663120#0,681236#1,0
663120#0,415528#2,0
663120#0,6600275#3,0
663120#0,1272298#5,0
663120#0,664526#0,0
11254161#0,3743399#1,1
11254161#0,659437#0,0
11254161#0,4248261#0,0
11254161#0,3743395#21,0
11254161#0,1043494#8,0
11254161#0,3743399#7,0
11254161#0,12356303#7,0
11254161#0,6268939#0,0
11254161#0,4248261#2,0
11254161#0,3743399#2,0
12788971#0,1242825#10,1
12788971#0,7205487#3,1
12788971#0,460754#18,1
12788971#0,12198837#6,0
12788971#0,4135774#39,0
12788971#0,1415498#27,0
12788971#0,7350711#20,0
12788971#0,3103532#1,0
12788971#0,3231759#10,0
12788971#0,134800#17,0
2763337#0,56280#4,1
2763337#0,13922747#3,1
2763337#0,2370454#8,1
2763337#0,1331821#32,0
2763337#0,579565#3,0
2763337#0,6626559#11,0
2763337#0,447848#40,0
2763337#0,1773166#9,0
2763337#0,1413692#3,0
2763337#0,9726874#2,0
4654770#0,4296903#0,1
4654770#0,339860#1,0
4654770#0,66096#4,0
4654770#0,597000#5,0
4654770#0,2285970#32,0
4654770#0,598053#3,0
4654770#0,2285970#3,0
4654770#0,1095#42,0
4654770#0,678770#32,0
4654770#0,9157042#32,0
11435741#0,580678#20,1
11435741#0,425628#29,0
11435741#0,91983#26,0
11435741#0,13253602#1,0
11435741#0,6019218#6,0
11435741#0,385641#17,0
11435741#0,1544948#2,0
11435741#0,1209383#21,0
11435741#0,13080694#59,0
11435741#0,1151746#23,0
1918803#0,1918803#1,1
1918803#0,27565#55,1
1918803#0,6093038#6,1
1918803#0,3825898#1,1
1918803#0,11182722#1,1
1918803#0,1299136#61,1
1918803#0,5176165#3,1
1918803#0,7914574#0,1
1918803#0,11191136#1,1
1918803#0,796844#3,0
4808301#0,1249#17,1
4808301#0,12801372#0,0
4808301#0,2489885#28,0
4808301#0,7547396#2,0
4808301#0,2489885#31,0
4808301#0,4600574#0,0
4808301#0,1249#66,0
4808301#0,1249#2,0
4808301#0,12801372#7,0
4808301#0,14194223#42,0
1355335#0,1601984#19,1
1355335#0,1216515#27,1
1355335#0,79269#13,0
1355335#0,79269#7,0
1355335#0,1601984#0,0
1355335#0,4818#4,0
1355335#0,79269#12,0
1355335#0,3626768#3,0
1355335#0,4818#11,0
1355335#0,3626768#0,0
2893208#0,7260#41,1
2893208#0,176217#3,1
2893208#0,176217#2,1
2893208#0,176217#4,1
2893208#0,144121#55,0
2893208#0,176217#0,0
2893208#0,1039406#6,0
2893208#0,176217#6,0
2893208#0,176217#10,0
2893208#0,1298737#7,0
5329189#0,5686673#0,1
5329189#0,5719688#0,0
5329189#0,5719688#6,0
5329189#0,5719688#3,0
5329189#0,5719688#8,0
5329189#0,7228533#0,0
5329189#0,5719688#2,0
5329189#0,5719688#7,0
5329189#0,5753686#2,0
5329189#0,8323409#0,0
2037365#0,921068#5,1
2037365#0,2037365#0,0
2037365#0,2037365#2,0
2037365#0,2037365#1,0
2037365#0,2037365#3,0
2037365#0,2037365#4,0
2037365#0,12797881#0,0
2037365#0,62297#1,0
2037365#0,280778#6,0
2037365#0,14096386#4,0
8963147#0,565#93,1
8963147#0,1188729#0,1
8963147#0,565#95,1
8963147#0,379249#0,1
8963147#0,2693379#4,1
8963147#0,7691466#1,0
8963147#0,7709919#15,0
8963147#0,4110171#11,0
8963147#0,1188729#1,0
8963147#0,1188729#4,0
9031234#0,560011#1,1
9031234#0,835058#19,1
9031234#0,560011#4,0
9031234#0,5972475#15,0
9031234#0,817931#0,0
9031234#0,4110606#2,0
9031234#0,70269#1,0
9031234#0,70269#13,0
9031234#0,560011#0,0
9031234#0,642906#0,0
14575167#0,4644629#57,1
14575167#0,4644629#53,1
14575167#0,7099460#1,1
14575167#0,4644629#58,0
14575167#0,4644629#17,0
14575167#0,4644629#74,0
14575167#0,4644629#33,0
14575167#0,4644629#25,0
14575167#0,10006982#7,0
14575167#0,4644629#0,0
2690823#0,8978886#1,1
2690823#0,8978886#0,1
2690823#0,899279#6,1
2690823#0,2690823#20,1
2690823#0,2690823#15,1
2690823#0,361605#0,0
2690823#0,2614657#13,0
2690823#0,8978886#2,0
2690823#0,1428322#131,0
2690823#0,2178#4,0
30451#0,825083#4,1
30451#0,38408#93,1
30451#0,230682#14,1
30451#0,9091193#3,0
30451#0,16547#0,0
30451#0,9091193#0,0
30451#0,3482760#2,0
30451#0,230682#16,0
30451#0,38408#110,0
30451#0,151522#2,0
12604544#0,9470116#6,1
12604544#0,1939#89,1
12604544#0,1271#16,1
12604544#0,1362179#18,1
12604544#0,7570#26,0
12604544#0,1939#91,0
12604544#0,1271#20,0
12604544#0,52364#2,0
12604544#0,1271#19,0
12604544#0,9470116#41,0
12789116#0,2925070#35,1
12789116#0,4726048#8,0
12789116#0,80801#43,0
12789116#0,4095999#6,0
12789116#0,13781#105,0
12789116#0,4993093#28,0
12789116#0,14639609#3,0
12789116#0,526273#11,0
12789116#0,4726048#6,0
12789116#0,13781#114,0
8501992#0,419244#1,1
8501992#0,5454027#0,0
8501992#0,8523810#1,0
8501992#0,8503741#1,0
8501992#0,8524197#1,0
8501992#0,8513713#1,0
8501992#0,8524487#1,0
8501992#0,8503487#0,0
8501992#0,8502151#1,0
8501992#0,8519726#1,0
10953055#0,6875638#1,1
10953055#0,128463#66,1
10953055#0,46145#49,0
10953055#0,12241806#2,0
10953055#0,12244353#4,0
10953055#0,165476#0,0
10953055#0,3217352#0,0
10953055#0,655747#19,0
10953055#0,1794#68,0
10953055#0,7555240#10,0
13327913#0,8394359#42,1
13327913#0,8394359#76,0
13327913#0,9447396#7,0
13327913#0,8537854#24,0
13327913#0,8394359#73,0
13327913#0,10321606#9,0
13327913#0,171061#6,0
13327913#0,6795016#1,0
13327913#0,201911#38,0
13327913#0,9226351#4,0
3123537#0,4086345#124,1
3123537#0,6898373#7,1
3123537#0,6478100#23,1
3123537#0,6502925#1,1
3123537#0,1059611#3,1
3123537#0,6478100#26,0
3123537#0,8201688#17,0
3123537#0,11445026#34,0
3123537#0,2835601#2,0
3123537#0,6478100#22,0
5522098#0,5522098#0,1
5522098#0,5522098#2,1
5522098#0,5522098#1,0
5522098#0,11029399#2,0
5522098#0,14240335#5,0
5522098#0,13097075#0,0
5522098#0,10955899#1,0
5522098#0,14240335#2,0
5522098#0,5404196#2,0
5522098#0,13097839#1,0
5927854#0,5927854#5,1
5927854#0,5927854#7,1
5927854#0,5927854#0,0
5927854#0,5927854#3,0
5927854#0,5927854#4,0
5927854#0,5927550#0,0
5927854#0,5921562#7,0
5927854#0,5909977#5,0
5927854#0,5927854#1,0
5927854#0,5927854#6,0
8047779#0,1939#86,1
8047779#0,1271#5,0
8047779#0,3248105#0,0
8047779#0,1271#9,0
8047779#0,6590122#0,0
8047779#0,11656437#0,0
8047779#0,10654904#0,0
8047779#0,7570#18,0
8047779#0,11652736#0,0
8047779#0,1939#177,0
1289982#0,1289982#0,1
1289982#0,1289982#1,0
1289982#0,1289982#3,0
1289982#0,2500033#7,0
1289982#0,6834101#1,0
1289982#0,55013#12,0
1289982#0,7907302#2,0
1289982#0,13258420#16,0
1289982#0,10974702#6,0
1289982#0,3853669#1,0
6391801#0,6391801#4,1
6391801#0,6391801#6,1
6391801#0,6391801#3,0
6391801#0,6391801#8,0
6391801#0,6391801#0,0
6391801#0,6391801#11,0
6391801#0,6391801#2,0
6391801#0,6391801#7,0
6391801#0,6391801#10,0
6391801#0,6391801#12,0
7084458#0,2981714#9,1
7084458#0,373725#1,0
7084458#0,7772097#3,0
7084458#0,12057995#22,0
7084458#0,3738064#4,0
7084458#0,7718913#4,0
7084458#0,1377829#10,0
7084458#0,5193364#10,0
7084458#0,10947923#37,0
7084458#0,588158#2,0
9026771#0,1956016#1,1
9026771#0,4011875#3,0
9026771#0,494437#11,0
9026771#0,8986235#0,0
9026771#0,7404310#0,0
9026771#0,4011875#6,0
9026771#0,494437#5,0
9026771#0,7404310#3,0
9026771#0,4011875#9,0
9026771#0,1956016#0,0
6546023#0,6707976#5,1
6546023#0,940009#1,0
6546023#0,1322834#0,0
6546023#0,4920#24,0
6546023#0,6586564#12,0
6546023#0,113565#7,0
6546023#0,113565#4,0
6546023#0,3677365#69,0
6546023#0,940009#0,0
6546023#0,3403563#2,0
9232934#0,682306#3,1
9232934#0,45880#4,1
9232934#0,4955781#5,1
9232934#0,682306#4,1
9232934#0,1085075#11,1
9232934#0,2907522#15,0
9232934#0,3249244#3,0
9232934#0,457109#3,0
9232934#0,367237#0,0
9232934#0,13325621#23,0
12114874#0,875551#1,1
12114874#0,313460#6,1
12114874#0,12114874#4,0
12114874#0,12114874#0,0
12114874#0,5070875#4,0
12114874#0,12114874#5,0
12114874#0,10578486#1,0
12114874#0,8031439#7,0
12114874#0,7223069#2,0
12114874#0,1775251#3,0
11590392#0,84542#5,1
11590392#0,326134#2,0
11590392#0,200065#1,0
11590392#0,91983#60,0
11590392#0,11590392#0,0
11590392#0,1257985#3,0
11590392#0,119550#16,0
11590392#0,133974#16,0
11590392#0,209774#0,0
11590392#0,119550#11,0
3443537#0,1290204#3,1
3443537#0,4700862#0,1
3443537#0,47568#3,1
3443537#0,47568#0,0
3443537#0,123597#8,0
3443537#0,4704656#0,0
3443537#0,2913921#19,0
3443537#0,47568#16,0
3443537#0,47568#29,0
3443537#0,4704656#4,0
1147078#0,2949#142,1
1147078#0,2829961#0,0
1147078#0,4927546#12,0
1147078#0,3185727#0,0
1147078#0,4825217#1,0
1147078#0,4011177#12,0
1147078#0,396455#6,0
1147078#0,95844#1,0
1147078#0,4838117#1,0
1147078#0,95844#5,0
7845461#0,92481#136,1
7845461#0,110380#0,1
7845461#0,700256#6,0
7845461#0,126067#11,0
7845461#0,2768#147,0
7845461#0,110380#1,0
7845461#0,387685#13,0
7845461#0,242812#12,0
7845461#0,2262949#1,0
7845461#0,13052544#3,0
3683975#0,3674714#1,1
3683975#0,3674714#36,1
3683975#0,11031854#2,0
3683975#0,14249816#6,0
3683975#0,14387874#4,0
3683975#0,9571199#1,0
3683975#0,5204441#0,0
3683975#0,119015#4,0
3683975#0,13763099#0,0
3683975#0,14430343#3,0
8811877#0,237419#16,1
8811877#0,4706238#31,0
8811877#0,4706238#26,0
8811877#0,4706238#24,0
8811877#0,1377682#2,0
8811877#0,4706238#25,0
8811877#0,3812572#2,0
8811877#0,4706238#18,0
8811877#0,4706238#27,0
8811877#0,4706238#459,0
8729873#0,97529#18,1
8729873#0,93845#0,0
8729873#0,5437762#4,0
8729873#0,1123133#6,0
8729873#0,97529#1,0
8729873#0,1381#29,0
8729873#0,824933#0,0
8729873#0,97529#9,0
8729873#0,4699566#8,0
8729873#0,435442#6,0
3176163#0,708#18,1
3176163#0,3234099#1,1
3176163#0,1328#10,0
3176163#0,365213#21,0
3176163#0,1472837#1,0
3176163#0,13616035#3,0
3176163#0,579742#41,0
3176163#0,133036#3,0
3176163#0,5567586#3,0
3176163#0,6754300#15,0
10725302#0,14520#55,1
10725302#0,4463729#10,1
10725302#0,4463729#6,1
10725302#0,4463729#0,0
10725302#0,4463729#8,0
10725302#0,4463729#9,0
10725302#0,4463729#11,0
10725302#0,504162#8,0
10725302#0,181814#14,0
10725302#0,181814#15,0
10642843#0,209965#0,1
10642843#0,554596#8,1
10642843#0,103496#5,0
10642843#0,209965#5,0
10642843#0,1005846#1,0
10642843#0,1075158#1,0
10642843#0,209965#4,0
10642843#0,209965#12,0
10642843#0,13052387#1,0
10642843#0,209965#10,0
1291539#0,2504510#12,1
1291539#0,4309256#4,1
1291539#0,2442293#28,0
1291539#0,270803#5,0
1291539#0,131342#17,0
1291539#0,2751#21,0
1291539#0,683677#16,0
1291539#0,6512114#1,0
1291539#0,2751#19,0
1291539#0,2504510#11,0
13188995#0,125497#0,1
13188995#0,8368809#0,1
13188995#0,3885973#31,1
13188995#0,267181#44,0
13188995#0,13760190#7,0
13188995#0,11098927#2,0
13188995#0,5060636#7,0
13188995#0,125497#2,0
13188995#0,12552522#1,0
13188995#0,5131443#11,0
9215809#0,306946#3,1
9215809#0,11572256#0,0
9215809#0,11362330#2,0
9215809#0,14373531#2,0
9215809#0,11362330#1,0
9215809#0,11572256#1,0
9215809#0,11572256#3,0
9215809#0,834614#2,0
9215809#0,4050296#99,0
9215809#0,495043#11,0
1091660#0,1091660#0,1
1091660#0,1091660#2,1
1091660#0,1091660#4,1
1091660#0,1091660#13,0
1091660#0,1091660#15,0
1091660#0,1091660#10,0
1091660#0,1091660#41,0
1091660#0,1091660#1,0
1091660#0,1091660#44,0
1091660#0,1091660#6,0
182735#0,4710286#9,1
182735#0,884077#2,0
182735#0,884077#0,0
182735#0,11376948#0,0
182735#0,884077#3,0
182735#0,11376948#4,0
182735#0,11376948#1,0
182735#0,884077#5,0
182735#0,13413735#6,0
182735#0,645738#2,0
7825241#0,3215941#7,1
7825241#0,3265149#13,0
7825241#0,12776697#2,0
7825241#0,3265149#12,0
7825241#0,4710789#1,0
7825241#0,1449831#7,0
7825241#0,4045659#6,0
7825241#0,8110832#1,0
7825241#0,12999#15,0
7825241#0,5461352#2,0
11892201#0,8181032#2,1
11892201#0,8181032#12,0
11892201#0,13738877#0,0
11892201#0,8181032#0,0
11892201#0,7745853#2,0
11892201#0,7319552#5,0
11892201#0,6232792#6,0
11892201#0,8181032#4,0
11892201#0,7745853#3,0
11892201#0,8720223#0,0
5452168#0,45317#8,1
5452168#0,1263981#3,0
5452168#0,6380407#3,0
5452168#0,45317#4,0
5452168#0,6044233#0,0
5452168#0,10818407#0,0
5452168#0,9981555#0,0
5452168#0,7235763#0,0
5452168#0,6044238#0,0
5452168#0,9981556#0,0
354765#0,357024#0,1
354765#0,148432#9,1
354765#0,354765#0,0
354765#0,355150#5,0
354765#0,148432#10,0
354765#0,54249#18,0
354765#0,148432#11,0
354765#0,355112#1,0
354765#0,54249#32,0
354765#0,148432#1,0
313267#0,8660#26,1
313267#0,227329#3,1
313267#0,340857#3,1
313267#0,847775#3,1
313267#0,574229#4,1
313267#0,2788918#3,0
313267#0,8660#25,0
313267#0,12901#5,0
313267#0,387934#4,0
313267#0,465458#3,0
6258170#0,497340#2,1
6258170#0,25470#11,1
6258170#0,2996769#1,0
6258170#0,1362048#7,0
6258170#0,12489050#55,0
6258170#0,504758#8,0
6258170#0,28584#12,0
6258170#0,65606#8,0
6258170#0,9630823#7,0
6258170#0,9039284#7,0
11136326#0,709910#4,1
11136326#0,3877856#24,0
11136326#0,441027#0,0
11136326#0,974056#0,0
11136326#0,629951#6,0
11136326#0,1167765#1,0
11136326#0,10474149#1,0
11136326#0,14468832#0,0
11136326#0,174943#0,0
11136326#0,2949336#0,0
1479678#0,2315632#2,1
1479678#0,199975#4,1
1479678#0,1415184#7,0
1479678#0,14234890#11,0
1479678#0,14259043#4,0
1479678#0,1722331#6,0
1479678#0,12562452#4,0
1479678#0,5188832#0,0
1479678#0,59366#5,0
1479678#0,705020#9,0
8866406#0,2697706#0,1
8866406#0,13558531#5,1
8866406#0,1384914#6,0
8866406#0,2697706#21,0
8866406#0,1223206#5,0
8866406#0,6414626#5,0
8866406#0,557535#112,0
8866406#0,2697706#12,0
8866406#0,2697706#5,0
8866406#0,132800#0,0
14436581#0,292995#6,1
14436581#0,14500321#10,1
14436581#0,1525862#48,0
14436581#0,523111#15,0
14436581#0,1304447#1,0
14436581#0,1256487#1,0
14436581#0,177942#37,0
14436581#0,14500321#14,0
14436581#0,14120436#2,0
14436581#0,1246158#9,0
6487706#0,1269799#17,1
6487706#0,5818079#1,0
6487706#0,1269799#28,0
6487706#0,1269799#34,0
6487706#0,1269799#15,0
6487706#0,6064314#8,0
6487706#0,1874688#1,0
6487706#0,1816312#1,0
6487706#0,1336365#21,0
6487706#0,9654538#11,0
14648330#0,8129507#82,1
14648330#0,8104458#51,0
14648330#0,6724163#43,0
14648330#0,8129507#77,0
14648330#0,8129507#22,0
14648330#0,3537097#3,0
14648330#0,8129507#97,0
14648330#0,8129507#16,0
14648330#0,30572#71,0
14648330#0,11606884#49,0
12540998#0,3442661#58,1
12540998#0,161733#38,1
12540998#0,14496088#2,0
12540998#0,2829#63,0
12540998#0,10154490#32,0
12540998#0,3442661#60,0
12540998#0,14496088#6,0
12540998#0,180496#11,0
12540998#0,3442661#28,0
12540998#0,203481#74,0
14997#0,7229#0,1
14997#0,5066#24,1
14997#0,1540950#10,0
14997#0,15474#1,0
14997#0,5161#2,0
14997#0,275597#2,0
14997#0,3393#8,0
14997#0,196659#1,0
14997#0,88935#4,0
14997#0,1377936#4,0
3412640#0,5406658#3,1
3412640#0,194290#3,0
3412640#0,26612#38,0
3412640#0,2771160#4,0
3412640#0,627793#24,0
3412640#0,1154000#7,0
3412640#0,11400953#16,0
3412640#0,5708540#7,0
3412640#0,7122801#55,0
3412640#0,4868691#9,0
1201109#0,1795185#15,1
1201109#0,1201109#6,1
1201109#0,1201109#0,0
1201109#0,1201109#3,0
1201109#0,1201109#4,0
1201109#0,1201109#5,0
1201109#0,1201109#10,0
1201109#0,1201109#1,0
1201109#0,1201109#2,0
1201109#0,1201109#12,0
1784588#0,9637549#0,1
1784588#0,9637549#2,0
1784588#0,264306#0,0
1784588#0,10895462#0,0
1784588#0,4449473#14,0
1784588#0,8080441#0,0
1784588#0,264306#21,0
1784588#0,264306#9,0
1784588#0,260643#55,0
1784588#0,264306#8,0
14348991#0,100540#0,1
14348991#0,13970536#1,1
14348991#0,4521170#1,0
14348991#0,5958811#3,0
14348991#0,6264840#83,0
14348991#0,2210283#39,0
14348991#0,6264840#10,0
14348991#0,6264840#33,0
14348991#0,100540#16,0
14348991#0,100540#8,0
4062434#0,3981801#1,1
4062434#0,3981801#0,0
4062434#0,3981912#0,0
4062434#0,3981801#2,0
4062434#0,3981801#7,0
4062434#0,3981801#4,0
4062434#0,8238577#0,0
4062434#0,10812488#0,0
4062434#0,6089648#0,0
4062434#0,12332667#0,0
4010228#0,2381#70,1
4010228#0,3442661#7,0
4010228#0,3777540#0,0
4010228#0,6911794#0,0
4010228#0,2924530#19,0
4010228#0,2381#159,0
4010228#0,2036273#5,0
4010228#0,2381#4,0
4010228#0,2381#47,0
4010228#0,2036273#0,0
163907#0,366957#16,1
163907#0,366957#3,1
163907#0,229405#3,0
163907#0,900491#1,0
163907#0,366957#0,0
163907#0,30331#1,0
163907#0,366957#6,0
163907#0,11511933#2,0
163907#0,33759#16,0
163907#0,1940294#49,0
7311078#0,13783695#5,1
7311078#0,13783695#8,1
7311078#0,13783618#8,1
7311078#0,13234698#2,0
7311078#0,46757#20,0
7311078#0,13783695#10,0
7311078#0,8598#24,0
7311078#0,149281#2,0
7311078#0,3920799#0,0
7311078#0,13783618#3,0
5540743#0,203859#0,1
5540743#0,746763#0,1
5540743#0,5371599#13,0
5540743#0,12204451#1,0
5540743#0,10694390#0,0
5540743#0,22929#34,0
5540743#0,621349#0,0
5540743#0,637643#0,0
5540743#0,12204451#21,0
5540743#0,30777#37,0
11862847#0,75660#0,1
11862847#0,75660#3,1
11862847#0,1205240#0,1
11862847#0,12280799#0,0
11862847#0,75660#2,0
11862847#0,13781041#0,0
11862847#0,1954249#2,0
11862847#0,4310537#3,0
11862847#0,658453#0,0
11862847#0,15296#0,0
6084029#0,14519#3,1
6084029#0,14519#0,0
6084029#0,4861517#0,0
6084029#0,14519#9,0
6084029#0,1100797#0,0
6084029#0,14519#13,0
6084029#0,7964218#0,0
6084029#0,14519#17,0
6084029#0,14519#4,0
6084029#0,14519#6,0
13233324#0,8663232#2,1
13233324#0,4014975#4,0
13233324#0,261861#36,0
13233324#0,299552#7,0
13233324#0,14327295#1,0
13233324#0,841#102,0
13233324#0,233118#10,0
13233324#0,40491#133,0
13233324#0,87444#9,0
13233324#0,2655985#0,0
9608008#0,2179#149,1
9608008#0,30305#61,1
9608008#0,2179#66,0
9608008#0,3623807#6,0
9608008#0,444091#3,0
9608008#0,1653733#0,0
9608008#0,7130728#0,0
9608008#0,495941#0,0
9608008#0,805157#1,0
9608008#0,1407366#4,0
12666788#0,385#88,1
12666788#0,973648#4,1
12666788#0,14171078#0,1
12666788#0,34777#0,0
12666788#0,1675194#0,0
12666788#0,34801#102,0
12666788#0,16621#0,0
12666788#0,34801#65,0
12666788#0,145965#0,0
12666788#0,13708#0,0
11881111#0,583566#1,1
11881111#0,64#49,1
11881111#0,1769188#4,0
11881111#0,6782#7,0
11881111#0,3873969#1,0
11881111#0,2874#5,0
11881111#0,1769188#12,0
