qid,docno,label
102,26846#1,0
102,50238#20,0
102,26749#2,0
102,26011#0,0
102,57031#3,0
104,28763#15,1
104,28763#1,1
104,28763#0,1
104,60437#1,1
104,60437#5,0
104,27881#0,0
104,28763#6,0
104,56358#1,0
104,28763#8,0
104,41157#21,0
105,142799#0,1
105,45240#8,0
105,56014#15,0
105,40368#40,0
105,26640#7,0
105,47505#8,0
105,40368#83,0
105,2509#8,0
105,16481#3,0
105,4531#11,0
106,1298#5,1
106,34743#4,1
106,1298#26,1
106,852#15,0
106,3730#6,0
106,1300#6,0
106,852#24,0
106,53466#0,0
106,4413#2,0
106,38432#2,0
108,210412#0,1
108,5996#5,0
108,8726#0,0
108,210412#1,0
108,13638#0,0
108,39078#7,0
108,37207#3,0
108,50556#0,0
108,38356#4,0
108,38093#0,0
108,5996#0,0
109,8708#3,1
109,17888#1,0
109,37774#1,0
109,50269#13,0
109,18066#1,0
109,51364#1,0
109,26983#9,0
109,32311#9,0
109,32198#13,0
109,26661#6,0
110,20623#2,1
110,20623#1,0
110,32698#17,0
110,20623#0,0
110,9373#4,0
110,21041#1,0
110,32698#11,0
110,7551#1,0
110,50573#0,0
110,26239#0,0
110,33589#1,0
111,29537#0,1
111,20676#2,0
111,32312#8,0
111,32284#19,0
111,53707#20,0
111,32388#17,0
111,32264#21,0
111,57174#1,0
111,22016#1,0
111,38513#9,0
112,8209#0,1
112,271985#0,1
112,8209#1,0
112,8213#2,0
112,1360#29,0
112,5769#3,0
112,23107#1,0
112,271985#1,0
112,21947#1,0
112,34212#2,0
113,34848#25,1
113,10277#19,1
113,34848#17,1
113,12667#0,0
113,53303#1,0
113,23662#19,0
113,47236#6,0
113,12667#36,0
113,18302#20,0
113,10277#67,0
114,32700#0,1
114,32700#15,0
114,27097#1,0
114,27105#1,0
114,51050#3,0
114,26191#1,0
114,26934#0,0
114,46982#11,0
114,51000#20,0
114,49405#2,0
115,222178#5,1
115,34894#15,0
115,34894#0,0
115,2505#50,0
115,38658#1,0
115,222178#4,0
115,4531#28,0
115,34894#11,0
115,1397#19,0
115,34894#12,0
115,222178#0,0
116,205402#0,1
116,4567#4,0
116,1152#1,0
116,4567#38,0
116,38981#1,0
116,4567#2,0
116,38981#0,0
116,7043#1,0
116,39085#2,0
116,7797#1,0
118,37465#2,1
118,3418#119,1
118,98898#0,1
118,37465#12,0
118,3488#21,0
118,1909#0,0
118,3852#1,0
118,31323#1,0
118,3543#7,0
118,37465#11,0
118,3598#0,0
119,111748#5,1
119,111748#6,1
119,105970#20,1
119,35677#13,0
119,37099#0,0
119,47587#11,0
119,4906#8,0
119,48440#3,0
119,11820#36,0
119,55092#10,0
119,55818#23,0
121,108284#0,1
121,1591#27,0
121,1591#0,0
121,4831#5,0
121,34998#0,0
121,1603#0,0
121,31410#0,0
121,31396#22,0
121,108284#20,0
121,1573#2,0
122,30017#0,1
122,50222#11,0
122,37889#1,0
122,54448#10,0
122,6663#0,0
122,49846#10,0
122,54047#9,0
122,18716#1,0
122,50853#10,0
122,28669#0,0
123,59628#0,1
123,55818#35,0
123,59628#7,0
123,3770#7,0
123,59628#5,0
123,115319#0,0
123,7364#5,0
123,129238#8,0
123,29459#0,0
123,37686#2,0
124,125965#5,1
124,40995#2,0
124,5891#1,0
124,6476#1,0
124,9783#1,0
124,2495#1,0
124,5348#1,0
124,34159#16,0
124,41404#2,0
124,39944#1,0
125,59579#4,1
125,40147#4,0
125,59579#0,0
125,35210#2,0
125,6122#1,0
125,39058#0,0
125,40147#13,0
125,5457#33,0
125,54592#1,0
125,1685#35,0
127,34880#1,1
127,34880#0,1
127,9150#5,0
127,18627#6,0
127,37188#1,0
127,2482#9,0
127,37267#8,0
127,18627#0,0
127,7060#5,0
127,53152#6,0
128,56116#4,1
128,56116#1,1
128,35649#7,0
128,53092#2,0
128,56116#3,0
128,51948#20,0
128,53092#3,0
128,55371#1,0
128,1590#19,0
128,4872#0,0
128,55371#4,0
129,248723#2,1
129,248723#3,0
129,3401#3,0
129,248723#0,0
129,251451#1,0
129,8210#13,0
129,39216#0,0
129,26375#35,0
129,1191#1,0
129,48600#88,0
130,51982#0,1
130,51978#0,1
130,51979#0,0
130,27022#12,0
130,35020#16,0
130,15602#0,0
130,52050#1,0
130,26977#5,0
130,18282#1,0
130,26691#21,0
132,81730#1,1
132,5935#6,0
132,29741#3,0
132,2624#6,0
132,39196#12,0
132,38817#3,0
132,7531#23,0
132,1718#1,0
135,4934#0,1
135,45454#3,1
135,92991#3,1
135,45454#5,0
135,6942#0,0
135,1294#12,0
135,45454#4,0
135,34905#0,0
135,787#14,0
135,4921#3,0
136,71780#0,1
136,74634#8,1
136,1193#5,0
136,106660#9,0
136,55377#1,0
136,41040#2,0
136,55376#1,0
136,40068#6,0
136,13457#0,0
136,23174#2,0
136,106395#18,0
137,65647#5,1
137,113095#27,0
137,3404#2,0
137,55376#4,0
137,65647#6,0
137,792#29,0
137,1191#5,0
137,7881#12,0
137,114733#1,0
137,1205#17,0
137,60863#3,0
139,237816#0,1
139,39959#8,0
139,53329#2,0
139,6153#2,0
139,10993#1,0
139,12965#2,0
139,11073#2,0
139,39385#1,0
139,10625#0,0
140,48409#0,1
141,21422#0,1
141,17934#1,0
141,48716#0,0
141,21646#0,0
141,39651#1,0
141,48318#1,0
141,48725#0,0
141,17802#1,0
141,18932#2,0
141,37815#4,0
142,47907#2,1
142,47912#0,1
142,47895#0,1
142,47914#0,1
142,47904#0,1
142,47905#3,0
142,47911#1,0
142,20689#1,0
142,47913#1,0
142,51947#2,0
142,52145#2,0
143,153411#0,1
143,49815#0,0
143,19399#2,0
143,20871#2,0
143,17424#0,0
143,26723#0,0
143,17379#0,0
143,26069#1,0
143,26869#0,0
143,50398#0,0
144,129361#0,1
144,39078#7,0
144,8726#0,0
144,39031#30,0
144,34852#2,0
144,47505#3,0
144,47327#75,0
144,40037#0,0
144,13584#0,0
144,39031#34,0
144,13638#0,0
145,34130#0,1
145,34130#13,0
145,33952#11,0
145,26806#11,0
145,32687#19,0
145,32047#17,0
145,37055#15,0
145,26882#3,0
145,51000#20,0
145,26693#18,0
146,61087#0,1
146,16136#0,0
146,34407#12,0
146,31989#19,0
146,26983#9,0
146,36374#0,0
146,49830#7,0
146,26982#7,0
146,17681#0,0
146,51050#3,0
147,34672#46,1
147,7448#0,0
147,34672#53,0
147,11964#10,0
147,34672#50,0
147,49574#4,0
147,34672#42,0
147,34672#43,0
147,49577#3,0
147,1867#13,0
148,108497#0,1
148,38037#0,0
148,108497#4,0
148,2518#1,0
148,108497#8,0
148,9835#4,0
148,39930#0,0
148,38865#0,0
148,39058#0,0
148,9835#3,0
149,106112#3,1
149,106112#0,0
149,47249#1,0
149,106112#24,0
149,38541#4,0
149,106112#6,0
149,106112#1,0
149,38865#0,0
149,106112#8,0
149,2502#2,0
150,22341#1,1
150,32640#19,0
150,16025#0,0
150,21503#0,0
150,22341#2,0
150,32632#9,0
150,35219#19,0
150,32641#16,0
150,21821#1,0
150,52308#5,0
151,102123#1,1
151,3894#4,1
151,178352#1,1
151,102123#9,1
151,2416#8,0
151,28904#38,0
151,1357#13,0
151,1357#14,0
151,1332#1,0
151,1357#8,0
151,54561#2,0
152,34326#0,1
152,17147#0,0
152,16026#0,0
152,26079#1,0
152,17162#1,0
152,15723#0,0
152,34326#13,0
152,50896#0,0
152,29441#0,0
152,22379#0,0
154,34905#0,1
154,1586#4,0
154,1294#19,0
154,27383#1,0
154,787#0,0
154,51040#4,0
154,3418#146,0
154,27393#0,0
154,35675#36,0
154,4921#13,0
154,1580#0,0
155,78709#0,1
155,1351#20,0
155,32671#7,0
155,47018#38,0
155,40354#1,0
155,1517#2,0
155,5297#34,0
155,1510#14,0
155,3730#26,0
155,2451#26,0
157,2736#1,1
158,57998#0,1
158,32014#0,0
158,28154#0,0
158,26322#6,0
158,32014#7,0
158,26118#0,0
158,1810#1,0
158,28168#0,0
158,15613#0,0
158,28775#0,0
159,249927#0,1
159,39810#13,0
159,40368#12,0
159,40368#86,0
159,249927#5,0
159,40368#38,0
159,38675#4,0
159,13455#10,0
159,40368#129,0
159,40368#99,0
160,24706#0,1
160,47939#3,0
160,191418#0,0
160,24996#0,0
160,24408#0,0
160,21735#0,0
160,28359#0,0
160,17952#1,0
160,49233#1,0
160,24925#0,0
161,24209#0,1
161,52308#5,0
161,34242#17,0
161,32633#6,0
161,26886#1,0
161,32307#13,0
161,26862#4,0
161,27130#3,0
161,23207#28,0
161,50433#1,0
162,105681#1,1
162,35890#3,0
162,47587#11,0
162,40206#2,0
162,39196#21,0
162,31396#34,0
162,97989#7,0
162,45309#18,0
162,157685#26,0
162,7662#13,0
163,226913#0,1
163,57156#2,0
163,26865#14,0
163,35219#19,0
163,1395#13,0
163,32619#13,0
163,31515#24,0
163,49088#11,0
163,18341#3,0
163,29403#1,0
163,32429#9,0
164,172292#3,1
164,39390#6,1
164,34784#0,1
164,787#1,1
164,4509#0,1
164,787#5,1
164,1487#19,1
164,4342#6,0
164,786#7,0
165,75371#0,1
165,185365#2,0
165,3451#10,0
165,37829#5,0
165,37829#4,0
165,37829#2,0
165,1149#65,0
165,56358#22,0
165,47327#66,0
165,3451#5,0
166,1358#0,1
166,1359#5,1
166,1358#1,1
166,786#7,0
166,1918#1,0
166,34445#1,0
166,38407#2,0
166,34445#2,0
166,1392#4,0
166,1358#34,0
167,72749#0,1
167,1692#2,1
167,1692#4,0
167,1692#13,0
167,1692#3,0
167,9421#3,0
167,47236#5,0
167,26582#3,0
167,72749#4,0
167,1692#5,0
167,7918#0,0
171,9835#8,1
171,9835#27,0
171,39085#15,0
171,39726#14,0
171,39085#12,0
171,9835#1,0
171,26783#11,0
171,26647#5,0
171,9835#10,0
171,32205#16,0
171,4893#4,0
172,23508#1,1
172,50222#11,0
172,23511#9,0
172,22939#2,0
172,4618#13,0
172,1782#12,0
172,1547#24,0
172,8253#2,0
172,25597#10,0
172,8258#3,0
172,1145#18,0
173,21399#0,1
173,24206#0,0
173,24207#0,0
173,16207#0,0
173,10223#0,0
173,26039#0,0
173,48653#4,0
173,16559#0,0
173,36483#0,0
173,21500#0,0
174,108736#0,1
174,40616#4,0
174,23174#1,0
174,31324#3,0
174,40396#7,0
174,1192#0,0
174,18862#0,0
174,1583#13,0
174,1190#6,0
174,45247#16,0
174,41209#1,0
175,23850#1,1
175,27105#1,0
175,23850#14,0
175,32682#19,0
175,51209#19,0
175,32046#15,0
175,55107#0,0
175,27097#1,0
175,32710#8,0
175,26882#3,0
176,2625#1,1
176,53911#5,1
176,2625#4,0
176,53115#1,0
176,3581#0,0
176,2625#7,0
176,4652#11,0
176,2625#11,0
176,2625#12,0
176,53911#2,0
176,53911#0,0
177,60028#0,1
177,82056#3,0
177,3451#7,0
177,82056#0,0
177,60058#0,0
177,116305#2,0
177,82056#4,0
177,82056#5,0
177,82056#8,0
177,54598#5,0
179,233389#1,1
179,40995#2,0
179,5891#1,0
179,6476#1,0
179,2505#4,0
179,6303#2,0
179,39298#3,0
179,9783#1,0
179,39944#1,0
179,9462#1,0
180,229421#0,1
180,229421#1,1
180,6122#1,0
180,54592#1,0
180,4567#4,0
180,1152#1,0
180,48710#1,0
180,2518#1,0
180,38759#0,0
180,5457#33,0
180,2468#1,0
181,103635#0,1
181,103635#18,0
181,103635#15,0
181,39619#0,0
181,38705#3,0
181,40368#27,0
181,10085#3,0
181,54582#29,0
181,11230#0,0
181,47018#93,0
183,118488#0,1
183,6476#1,0
183,54936#3,0
183,2541#1,0
183,2518#1,0
183,2502#2,0
183,31880#1,0
183,7797#1,0
183,40110#1,0
183,46924#8,0
184,132671#0,1
184,9841#10,0
184,5527#10,0
184,1684#82,0
184,9841#8,0
184,6273#2,0
184,34672#73,0
184,49576#31,0
184,7894#2,0
184,9841#9,0
185,22528#0,1
185,22528#5,0
185,15602#0,0
185,34261#0,0
185,16926#0,0
185,15595#0,0
185,51545#6,0
185,15603#0,0
185,51383#5,0
185,10223#0,0
186,50915#0,1
186,50915#22,0
186,50915#10,0
186,50915#15,0
186,26412#0,0
186,4809#0,0
186,29145#4,0
186,16008#1,0
186,35962#8,0
186,24157#0,0
188,58544#1,1
188,32682#19,0
188,26532#3,0
188,27105#1,0
188,27097#1,0
188,26892#1,0
188,26412#16,0
188,32046#15,0
188,34157#14,0
188,26983#9,0
188,31967#11,0
190,179147#0,1
190,1497#3,0
190,24030#0,0
190,24030#6,0
190,40967#15,0
190,3768#16,0
190,39390#36,0
190,38407#4,0
190,3768#2,0
190,6479#23,0
191,107071#1,1
191,107071#17,0
191,2475#8,0
191,39249#8,0
191,6111#3,0
191,6108#8,0
191,39594#2,0
191,10673#0,0
191,11426#0,0
191,9457#4,0
191,3890#0,0
193,26773#0,1
193,26773#10,1
193,34431#12,0
193,41385#7,0
193,32214#19,0
193,32547#8,0
193,49000#10,0
193,37880#0,0
193,32626#7,0
193,32749#1,0
193,31608#22,0
194,2495#0,1
194,2495#10,1
194,64175#0,0
194,2495#11,0
194,2522#5,0
194,2468#0,0
194,2512#0,0
194,2520#10,0
194,4432#0,0
194,2502#0,0
194,39192#23,0
195,91020#0,1
195,10227#2,1
195,4531#7,1
195,2521#2,1
195,93910#20,1
195,4531#3,0
195,39240#4,0
195,5388#3,0
195,48847#1,0
195,30259#7,0
195,28842#1,0
196,105383#1,1
196,54592#1,0
196,35210#2,0
196,13823#2,0
196,11962#1,0
196,105383#3,0
196,2502#2,0
196,41404#2,0
196,40995#2,0
196,2518#1,0
197,34441#0,1
197,53662#3,0
197,26945#5,0
197,49360#19,0
197,26401#18,0
197,54059#6,0
197,37028#14,0
197,22227#5,0
197,38042#17,0
197,31044#1,0
197,26500#17,0
199,79578#0,1
199,109886#0,1
199,108033#12,1
199,84671#0,1
199,5908#6,0
199,5756#0,0
199,1429#1,0
199,39298#0,0
199,5890#0,0
199,7918#10,0
199,167056#1,0
201,185723#0,1
201,53283#44,0
201,185723#1,0
201,35675#10,0
201,4531#23,0
201,6989#3,0
201,54918#16,0
201,56106#11,0
201,56106#22,0
201,55600#2,0
202,40823#0,1
202,110817#0,1
202,110817#1,0
202,1395#4,0
202,110817#3,0
202,6185#3,0
202,168488#0,0
202,5373#50,0
202,112824#41,0
202,9247#0,0
203,100741#0,1
203,27383#1,1
203,31318#3,1
203,1294#19,1
203,1598#0,1
203,27223#0,1
203,31318#0,0
203,4497#0,0
203,39390#0,0
203,224540#2,0
203,787#11,0
204,47160#27,1
204,47160#0,1
204,47160#2,0
204,47160#29,0
204,47160#31,0
204,47160#30,0
204,47160#1,0
204,47160#25,0
204,47160#26,0
204,47160#23,0
205,23425#1,1
205,53707#20,0
205,37123#18,0
205,53706#1,0
205,53731#18,0
205,22489#12,0
205,32264#21,0
205,53739#96,0
205,1484#17,0
205,49990#1,0
206,102625#0,1
206,13455#6,0
206,102625#1,0
206,106425#16,0
206,12382#0,0
206,12328#0,0
206,106425#25,0
206,102625#13,0
206,23948#1,0
206,106363#31,0
208,57527#1,1
208,49453#18,0
208,34296#9,0
208,53739#96,0
208,49575#25,0
208,32282#19,0
208,26665#6,0
208,26977#5,0
208,53707#20,0
208,32234#22,0
208,5903#12,0
209,23262#1,1
209,23262#12,0
209,49265#32,0
209,32044#18,0
209,49088#11,0
209,31515#24,0
209,22227#5,0
209,49360#19,0
209,57156#2,0
209,32619#13,0
210,5264#0,1
210,50369#0,0
210,21579#0,0
210,50955#0,0
210,19532#8,0
210,21588#1,0
210,50369#1,0
210,48064#0,0
210,5268#2,0
210,21588#0,0
212,7407#0,1
212,1393#19,0
212,48024#2,0
212,37872#0,0
212,37887#1,0
212,19145#2,0
212,9210#1,0
212,37089#2,0
212,25392#2,0
212,51203#1,0
213,21690#0,1
213,21690#5,0
213,17788#0,0
213,32130#0,0
213,32130#4,0
213,21690#3,0
213,27528#0,0
213,38191#10,0
213,24908#0,0
213,21730#4,0
215,111748#3,1
215,55818#23,0
215,5527#2,0
215,4906#8,0
215,1692#4,0
215,48440#3,0
215,66205#0,0
215,111748#5,0
215,111748#6,0
215,47236#6,0
215,1692#2,0
216,175513#1,1
216,175513#3,1
216,45463#4,0
216,75439#5,0
216,34672#9,0
216,1193#9,0
216,9279#1,0
216,1591#16,0
216,34669#6,0
217,94341#3,1
217,3418#4,1
217,1294#7,1
217,3418#152,0
217,1525#17,0
217,3418#163,0
217,3418#134,0
217,3418#147,0
217,47018#32,0
217,3418#158,0
217,3418#155,0
219,92453#0,1
219,34672#9,0
219,39216#0,0
219,13260#9,0
219,54561#2,0
219,109643#4,0
219,48846#2,0
219,53255#0,0
219,39373#0,0
219,5935#0,0
220,10367#0,1
220,13248#0,0
220,10497#0,0
220,10806#0,0
220,10673#0,0
220,13320#0,0
220,10509#0,0
220,11430#0,0
220,10827#1,0
220,10729#0,0
221,59475#0,1
221,150940#0,0
221,268071#2,0
221,268071#4,0
221,185734#0,0
221,3401#1,0
221,3401#0,0
221,252985#0,0
221,9286#0,0
221,124936#1,0
221,22938#8,0
222,243129#0,1
222,102815#16,0
222,6153#6,0
222,11762#2,0
222,11769#0,0
222,39623#0,0
222,3427#2,0
222,11069#0,0
222,16379#22,0
222,10827#1,0
222,102118#45,0
223,75676#1,1
223,39726#3,0
223,33995#4,0
223,12272#2,0
223,12778#1,0
223,5897#10,0
223,13414#1,0
223,38444#20,0
223,4929#1,0
223,40007#0,0
224,6468#1,1
224,6468#4,1
224,6468#0,1
224,6468#9,1
224,6468#6,1
224,6468#7,1
224,3489#25,0
224,3489#28,0
224,6468#10,0
224,39083#3,0
226,3581#0,1
226,3581#5,0
226,3581#4,0
226,7043#1,0
226,1152#1,0
226,9457#1,0
226,7043#0,0
226,34145#19,0
226,3581#29,0
226,3581#2,0
227,155638#3,1
227,37976#4,0
227,12778#1,0
227,155638#0,0
227,155638#24,0
227,37976#25,0
227,1185#1,0
227,37976#2,0
227,39726#3,0
227,155638#1,0
228,39810#6,1
228,40368#5,1
228,40368#148,0
228,39810#8,0
228,40368#134,0
228,40368#7,0
228,39810#0,0
228,40368#143,0
228,40368#118,0
228,40368#11,0
229,75653#1,1
229,13444#10,0
229,11691#2,0
229,38761#16,0
229,55013#0,0
229,3077#4,0
229,53138#16,0
229,13444#9,0
230,37465#0,1
230,131921#11,0
230,106660#41,0
230,101917#12,0
230,51173#3,0
230,16117#5,0
230,14305#7,0
230,51191#5,0
230,51174#5,0
230,9254#0,0
230,1474#23,0
231,139561#0,1
231,9457#1,0
231,5348#1,0
231,54608#1,0
231,9457#0,0
231,5891#1,0
231,13177#0,0
231,39944#1,0
231,39224#2,0
231,39123#1,0
232,9520#0,1
232,9520#7,0
232,9520#8,0
232,210088#1,0
232,211350#0,0
232,9520#23,0
232,243137#0,0
232,76374#2,0
232,38407#13,0
232,37177#0,0
233,24605#0,1
233,32705#0,0
233,20732#1,0
233,20801#0,0
233,15554#0,0
233,1814#0,0
233,22269#0,0
233,25092#11,0
233,20732#9,0
233,24142#0,0
234,23803#0,1
234,23815#0,0
234,26139#1,0
234,29403#1,0
234,47962#0,0
234,29772#0,0
234,23815#5,0
234,34184#14,0
234,32000#9,0
234,23815#2,0
236,60524#0,1
236,40396#8,0
236,11616#0,0
236,40396#7,0
236,6040#24,0
236,10300#14,0
236,6046#49,0
236,7881#8,0
236,53138#24,0
236,53138#15,0
236,53071#7,0
237,92453#0,1
237,39216#0,0
237,48846#2,0
237,53255#0,0
237,54561#2,0
237,40407#0,0
237,13260#31,0
237,13260#9,0
237,55057#36,0
237,5935#0,0
239,173851#1,1
239,173851#4,0
239,173851#3,0
239,173851#6,0
239,39192#20,0
239,53312#20,0
239,173851#2,0
239,1351#20,0
239,48600#87,0
239,182018#2,0
240,155170#1,1
240,875#16,0
240,40007#0,0
240,5871#1,0
240,39726#3,0
240,38415#1,0
240,10560#2,0
240,5897#10,0
240,6303#2,0
240,6001#1,0
241,102875#7,1
241,55328#3,1
241,3451#7,0
241,1145#22,0
241,53326#16,0
241,55245#6,0
241,55226#0,0
241,31324#3,0
241,11373#0,0
241,40463#1,0
241,56358#22,0
242,231340#1,1
242,1393#3,1
242,1393#11,1
242,1390#4,0
242,1487#5,0
242,1487#1,0
242,54999#0,0
242,1487#41,0
242,7479#2,0
242,48600#14,0
242,2413#0,0
243,75516#1,1
243,3418#147,0
243,47236#7,0
243,1526#7,0
243,13260#35,0
243,3418#27,0
243,39192#16,0
243,2509#6,0
243,48440#3,0
243,47236#6,0
243,1294#6,0
244,106952#8,1
244,1351#21,0
244,1589#39,0
244,1306#21,0
244,1589#32,0
244,32374#19,0
244,106952#15,0
244,1345#2,0
244,1589#11,0
244,2411#9,0
245,1374#1,1
245,48872#21,1
245,12272#2,0
245,1374#2,0
245,1374#4,0
245,38892#2,0
245,1374#5,0
245,38508#0,0
245,10560#2,0
245,3581#4,0
246,58075#0,1
246,29080#0,1
246,26141#1,0
246,26354#0,0
246,32325#22,0
246,31989#19,0
246,51370#2,0
246,57061#1,0
246,51590#9,0
246,48178#3,0
247,21519#0,1
247,50809#31,0
247,50269#13,0
247,34133#19,0
247,26862#4,0
247,34092#7,0
247,32309#17,0
247,32357#8,0
247,23231#26,0
247,32489#11,0
248,47086#1,1
248,47085#0,1
248,47086#5,0
248,17091#1,0
248,26066#1,0
248,47939#3,0
248,26317#0,0
248,18928#2,0
248,47086#8,0
248,47086#6,0
249,23028#1,1
249,23028#18,0
249,34026#10,0
249,32393#11,0
249,28759#0,0
249,26982#7,0
249,34073#19,0
249,22018#1,0
249,26751#1,0
249,40670#14,0
250,107698#4,1
250,54937#0,0
250,11233#2,0
250,40191#1,0
250,13815#0,0
250,40524#0,0
250,23955#4,0
250,5314#0,0
250,5457#33,0
250,35948#0,0
250,54937#1,0
252,226227#0,1
252,41040#5,0
252,35287#3,0
252,41040#4,0
252,55376#4,0
252,41040#3,0
252,37912#0,0
252,832#3,0
252,56358#51,0
252,34672#18,0
253,172292#0,1
253,32059#7,0
253,27182#15,0
253,9421#4,0
253,3488#29,0
253,4349#0,0
253,3488#34,0
253,31952#8,0
253,4342#18,0
253,4342#4,0
254,33973#0,1
254,33973#14,0
254,31976#19,0
254,32046#15,0
254,34407#12,0
254,32641#16,0
254,22489#12,0
254,32858#1,0
254,32110#16,0
254,32710#8,0
255,786#0,1
255,786#8,0
255,2391#7,0
255,786#17,0
255,786#15,0
255,786#13,0
255,37210#1,0
255,786#10,0
255,786#9,0
255,1392#5,0
256,35788#0,1
256,157934#3,0
256,16495#0,0
256,1714#0,0
256,157688#4,0
256,9255#1,0
256,36582#0,0
256,2754#0,0
256,1146#6,0
256,158023#2,0
257,6493#0,1
257,1395#1,1
257,6493#2,1
257,6493#10,1
257,6394#0,1
257,6493#6,0
257,6493#4,0
257,6493#3,0
257,6493#5,0
257,6493#1,0
258,137477#1,1
258,34669#6,0
258,34669#7,0
258,34669#0,0
258,55245#6,0
258,55297#8,0
258,2718#7,0
258,1589#32,0
258,40068#4,0
258,8210#13,0
258,9319#1,0
259,111749#0,1
259,60315#27,0
259,13245#18,0
259,111749#15,0
259,31410#0,0
259,1591#0,0
259,111749#6,0
259,1522#33,0
259,248538#30,0
259,54109#0,0
261,66901#2,1
261,2549#3,0
261,38302#7,0
261,40394#5,0
261,46849#0,0
261,38285#3,0
261,2495#11,0
261,40147#13,0
261,5893#0,0
261,5756#0,0
261,5859#0,0
263,10586#0,1
