qid,docno,label
1109197#0,493314#0,1
1109197#0,1708#1,1
1109197#0,826#0,1
1109197#0,826#20,0
1109197#0,48277#0,0
1109197#0,941101#0,0
23568#0,496810#0,1
23568#0,60591#2,1
23568#0,60591#0,0
23568#0,672772#0,0
23568#0,21164#0,0
23568#0,496810#1,0
23568#0,702099#0,0
23568#0,8903#10,0
23568#0,696673#0,0
23568#0,1189460#0,0
231537#0,57148#0,1
231537#0,216555#55,1
231537#0,57148#2,1
231537#0,57148#31,0
231537#0,57148#1,0
231537#0,57148#20,0
231537#0,500711#4,0
231537#0,228413#99,0
231537#0,57148#36,0
231537#0,57148#21,0
20104#0,25509#28,1
20104#0,163054#5,1
20104#0,214263#4,0
20104#0,163054#6,0
20104#0,8172#25,0
20104#0,28565#11,0
20104#0,185148#10,0
20104#0,48002#11,0
20104#0,767997#15,0
20104#0,174160#7,0
229909#0,435049#3,1
229909#0,59#23,1
229909#0,1241348#0,0
229909#0,70610#0,0
229909#0,435049#1,0
229909#0,435049#2,0
229909#0,11613#0,0
229909#0,214083#8,0
229909#0,14614#2,0
229909#0,1336889#0,0
1327705#0,692298#0,1
1327705#0,765930#6,1
1327705#0,765930#11,1
1327705#0,1224595#1,1
1327705#0,1335071#0,0
1327705#0,1344690#1,0
1327705#0,1319332#2,0
1327705#0,1325106#0,0
1327705#0,1325880#0,0
1327705#0,1320267#4,0
5167#0,381812#8,1
5167#0,381812#16,0
5167#0,381812#12,0
5167#0,381812#15,0
5167#0,5167#0,0
5167#0,381812#11,0
5167#0,381812#13,0
5167#0,381812#10,0
5167#0,5151#0,0
5167#0,381812#9,0
1265926#0,98240#2,1
1265926#0,164707#0,1
1265926#0,157767#4,1
1265926#0,221989#1,1
1265926#0,186735#81,1
1265926#0,1234781#18,0
1265926#0,13006#27,0
1265926#0,248139#12,0
1265926#0,1179743#1,0
1265926#0,248139#4,0
469362#0,981758#0,1
469362#0,981758#1,1
469362#0,976978#4,0
469362#0,464897#0,0
469362#0,2251#22,0
469362#0,35888#0,0
469362#0,7724#1,0
469362#0,465503#0,0
469362#0,497553#3,0
469362#0,20523#1,0
230006#0,39169#0,1
230006#0,940745#0,0
230006#0,12578#0,0
230006#0,1178774#0,0
230006#0,431347#0,0
230006#0,665954#0,0
230006#0,213302#38,0
230006#0,221174#0,0
230006#0,164448#0,0
230006#0,795660#0,0
7444#0,544986#0,1
7444#0,190051#0,0
7444#0,164735#9,0
7444#0,598485#7,0
7444#0,432415#0,0
7444#0,54072#21,0
7444#0,1324199#0,0
7444#0,102697#96,0
7444#0,445100#1,0
7444#0,928542#2,0
484416#0,494457#0,1
484416#0,695276#3,1
484416#0,164302#2,1
484416#0,494457#5,0
484416#0,1208812#2,0
484416#0,494457#6,0
484416#0,220400#1,0
484416#0,494457#4,0
484416#0,166890#4,0
484416#0,166890#0,0
222162#0,214824#0,1
222162#0,42780#35,0
222162#0,191362#0,0
222162#0,189013#0,0
222162#0,42780#16,0
222162#0,191252#10,0
222162#0,31896#0,0
222162#0,58234#3,0
222162#0,5219#0,0
222162#0,384645#2,0
44924#0,1302712#2,1
44924#0,1302712#0,1
44924#0,52185#3,1
44924#0,9346#0,0
44924#0,102402#0,0
44924#0,801459#0,0
44924#0,1095435#0,0
44924#0,580046#4,0
44924#0,495635#5,0
44924#0,28565#30,0
20873#0,790670#0,1
20873#0,62393#1,1
20873#0,62393#18,0
20873#0,62393#0,0
20873#0,62393#16,0
20873#0,62393#2,0
20873#0,62393#26,0
20873#0,62393#20,0
20873#0,978686#0,0
20873#0,62393#25,0
59019#0,58992#0,1
59019#0,823#6,1
59019#0,34333#7,0
59019#0,2810#10,0
59019#0,1052217#12,0
59019#0,64043#0,0
59019#0,58992#1,0
59019#0,940549#2,0
59019#0,1052217#1,0
59019#0,248933#16,0
475308#0,2251#1,1
475308#0,2251#0,1
475308#0,1104424#0,1
475308#0,62498#1,1
475308#0,488660#0,1
475308#0,464850#0,0
475308#0,64870#15,0
475308#0,25734#0,0
475308#0,64870#0,0
475308#0,27432#0,0
222610#0,20463#0,1
222610#0,3196#8,1
222610#0,222610#6,0
222610#0,690164#0,0
222610#0,8535#11,0
222610#0,40515#1,0
222610#0,638680#0,0
222610#0,23766#0,0
222610#0,20159#0,0
222610#0,23538#0,0
231045#0,4979#8,1
231045#0,891900#0,0
231045#0,891900#2,0
231045#0,213433#22,0
231045#0,436884#7,0
231045#0,2981#62,0
231045#0,1431#13,0
231045#0,940090#14,0
231045#0,57148#14,0
231045#0,1333434#1,0
739240#0,818473#0,1
739240#0,1245806#17,0
739240#0,164167#12,0
739240#0,189354#6,0
739240#0,164167#10,0
739240#0,1186197#33,0
739240#0,1186197#48,0
739240#0,262491#25,0
739240#0,811762#3,0
739240#0,190223#8,0
27862#0,7478#18,1
27862#0,19492#19,0
27862#0,1046488#6,0
27862#0,436226#14,0
27862#0,50107#22,0
27862#0,217661#3,0
27862#0,8286#0,0
27862#0,978891#2,0
27862#0,46737#12,0
27862#0,1058162#0,0
189666#0,608991#5,1
189666#0,916172#2,0
189666#0,45142#5,0
189666#0,1289#4,0
189666#0,1289#59,0
189666#0,217455#15,0
189666#0,10473#14,0
189666#0,885527#1,0
189666#0,45142#7,0
189666#0,217455#7,0
229700#0,1838#0,1
229700#0,1838#3,0
229700#0,6360#2,0
229700#0,1838#4,0
229700#0,1871#2,0
229700#0,1871#0,0
229700#0,753499#1,0
229700#0,1838#6,0
229700#0,20853#1,0
229700#0,753499#0,0
876311#0,18608#19,1
876311#0,18608#0,1
876311#0,3169#0,1
876311#0,736340#0,1
876311#0,871820#0,1
876311#0,1102158#1,0
876311#0,1135774#1,0
876311#0,736340#1,0
876311#0,18608#18,0
876311#0,1348173#5,0
230627#0,106218#0,1
230627#0,1325795#0,1
230627#0,20530#7,0
230627#0,106207#0,0
230627#0,190212#17,0
230627#0,46062#1,0
230627#0,2538#0,0
230627#0,34991#9,0
230627#0,71393#1,0
230627#0,46430#0,0
222199#0,2164#0,1
222199#0,1022116#5,0
222199#0,854253#3,0
222199#0,1012848#5,0
222199#0,1105195#3,0
222199#0,1012848#6,0
222199#0,1704#10,0
222199#0,983268#4,0
222199#0,572910#1,0
222199#0,104151#1,0
1191180#0,6392#5,1
1191180#0,30665#0,1
1191180#0,566002#0,1
1191180#0,30052#1,1
1191180#0,146053#0,1
1191180#0,30665#1,0
1191180#0,680920#0,0
1191180#0,170204#1,0
1191180#0,1222270#2,0
1191180#0,30665#7,0
58234#0,50145#4,1
58234#0,1343055#12,0
58234#0,102315#1,0
58234#0,760257#4,0
58234#0,262346#6,0
58234#0,194098#23,0
58234#0,842683#10,0
58234#0,2604#43,0
58234#0,247070#2,0
58234#0,695276#11,0
181220#0,189473#13,1
181220#0,665763#0,0
181220#0,669980#0,0
181220#0,213307#1,0
181220#0,222447#0,0
181220#0,248729#29,0
181220#0,1210843#0,0
181220#0,45309#0,0
181220#0,213888#6,0
181220#0,116506#0,0
753348#0,5417#14,1
753348#0,8237#0,1
753348#0,620865#1,1
753348#0,5417#15,0
753348#0,221860#27,0
753348#0,5417#17,0
753348#0,8237#5,0
753348#0,33870#8,0
753348#0,5417#13,0
753348#0,905153#26,0
229651#0,869311#0,1
229651#0,700045#3,1
229651#0,27001#4,1
229651#0,19296#2,0
229651#0,1136202#0,0
229651#0,669432#0,0
229651#0,262409#7,0
229651#0,1136202#2,0
229651#0,100614#21,0
229651#0,19296#1,0
182468#0,496209#24,1
182468#0,40477#1,1
182468#0,496209#23,1
182468#0,694787#9,1
182468#0,496209#27,0
182468#0,1063563#14,0
182468#0,496209#12,0
182468#0,496209#42,0
182468#0,496209#2,0
182468#0,496209#38,0
1325374#0,2977#18,1
1325374#0,1244413#2,0
1325374#0,817374#4,0
1325374#0,566002#2,0
1325374#0,821917#2,0
1325374#0,8246#7,0
1325374#0,221266#0,0
1325374#0,1292250#5,0
1325374#0,44531#4,0
1325374#0,20598#5,0
231483#0,23764#12,1
231483#0,23764#7,0
231483#0,23764#11,0
231483#0,997419#29,0
231483#0,997419#32,0
231483#0,23764#9,0
231483#0,8903#10,0
231483#0,23764#13,0
231483#0,30052#9,0
231483#0,909#19,0
1337085#0,960616#1,1
1337085#0,54379#11,1
1337085#0,401314#1,0
1337085#0,54379#3,0
1337085#0,213463#5,0
1337085#0,97255#29,0
1337085#0,510284#5,0
1337085#0,1018361#1,0
1337085#0,246811#22,0
1337085#0,401314#2,0
48272#0,1014859#1,1
48272#0,34835#35,0
48272#0,19296#27,0
48272#0,262409#9,0
48272#0,434058#1,0
48272#0,262409#10,0
48272#0,249007#27,0
48272#0,836650#0,0
1250317#0,234070#0,1
1250317#0,215926#49,0
1250317#0,174852#3,0
1250317#0,193079#37,0
1250317#0,798898#0,0
1250317#0,866066#15,0
1250317#0,628854#3,0
1250317#0,47749#3,0
1250317#0,11096#14,0
1250317#0,639642#2,0
229640#0,10695#0,1
229640#0,15633#0,0
229640#0,1670#0,0
229640#0,99875#0,0
229640#0,186823#0,0
229640#0,857258#2,0
229640#0,828033#0,0
229640#0,857258#0,0
229640#0,63390#0,0
229640#0,430862#11,0
186636#0,10695#0,1
186636#0,15633#0,0
186636#0,1670#0,0
186636#0,99875#0,0
186636#0,186823#0,0
186636#0,857258#2,0
186636#0,828033#0,0
186636#0,857258#0,0
186636#0,63390#0,0
186636#0,430862#11,0
191522#0,1124383#4,1
191522#0,76219#0,1
191522#0,923#2,1
191522#0,46222#24,1
191522#0,1173762#0,1
191522#0,28767#19,0
191522#0,46222#5,0
191522#0,923#3,0
191522#0,759362#6,0
191522#0,1124383#5,0
731043#0,771794#0,1
731043#0,771794#3,0
731043#0,7473#8,0
731043#0,779801#0,0
731043#0,7473#13,0
731043#0,47599#0,0
731043#0,479521#35,0
731043#0,479521#45,0
731043#0,479521#39,0
731043#0,44531#0,0
28316#0,892816#11,1
28316#0,543086#12,0
28316#0,730822#7,0
28316#0,184545#0,0
28316#0,734857#4,0
28316#0,71210#2,0
28316#0,184551#0,0
28316#0,705670#0,0
28316#0,164754#0,0
28316#0,57148#32,0
945220#0,700867#0,1
945220#0,548737#7,1
945220#0,581822#0,1
945220#0,548737#3,0
945220#0,548737#0,0
945220#0,548737#2,0
945220#0,1274243#0,0
945220#0,548737#8,0
945220#0,483043#0,0
945220#0,642864#1,0
166708#0,192580#0,1
166708#0,192582#0,1
166708#0,885551#2,0
166708#0,38404#1,0
166708#0,166946#17,0
166708#0,885551#0,0
166708#0,885551#3,0
166708#0,655741#11,0
166708#0,885551#1,0
166708#0,20428#3,0
478176#0,142#33,1
478176#0,12221#42,0
478176#0,1179800#4,0
478176#0,59017#8,0
478176#0,12221#53,0
478176#0,12221#40,0
478176#0,12221#50,0
478176#0,220869#30,0
478176#0,1266430#1,0
478176#0,1127930#0,0
44919#0,735024#0,1
44919#0,735024#3,1
44919#0,6175#74,1
44919#0,910298#4,1
44919#0,735024#5,0
44919#0,6175#54,0
44919#0,910298#7,0
44919#0,735024#2,0
44919#0,6175#76,0
44919#0,6175#85,0
181455#0,5173#5,1
181455#0,5155#2,0
181455#0,5173#17,0
181455#0,5155#0,0
181455#0,5173#16,0
181455#0,5147#7,0
181455#0,382835#4,0
181455#0,5155#1,0
181455#0,382835#1,0
181455#0,182470#2,0
1137074#0,1220582#0,1
1137074#0,477851#0,0
1137074#0,578094#2,0
1137074#0,184798#9,0
1137074#0,754697#4,0
1137074#0,1206821#1,0
1137074#0,832801#0,0
1137074#0,398166#36,0
1137074#0,968559#0,0
1137074#0,191370#14,0
13872#0,63912#2,1
13872#0,63912#6,1
13872#0,164457#10,0
13872#0,36102#31,0
13872#0,63912#1,0
13872#0,2972#9,0
13872#0,63837#0,0
13872#0,246776#89,0
13872#0,63912#0,0
13872#0,479521#43,0
189909#0,12022#0,1
189909#0,100991#2,1
189909#0,568859#6,1
189909#0,6375#2,1
189909#0,12022#1,0
189909#0,189910#0,0
189909#0,1286485#0,0
189909#0,59841#12,0
189909#0,26199#5,0
189909#0,1350544#0,0
799884#0,538837#2,1
799884#0,215962#8,0
799884#0,222423#1,0
799884#0,222423#3,0
799884#0,650695#1,0
799884#0,222423#10,0
799884#0,1151710#0,0
799884#0,1206969#0,0
799884#0,222423#2,0
799884#0,184540#34,0
228977#0,973606#0,1
228977#0,179724#1,0
228977#0,610645#6,0
228977#0,1074557#8,0
228977#0,179724#22,0
228977#0,592229#0,0
228977#0,100829#1,0
228977#0,100829#0,0
228977#0,541871#2,0
228977#0,592227#0,0
723164#0,597762#0,1
723164#0,953634#75,0
723164#0,953634#80,0
723164#0,1255818#0,0
723164#0,1143609#2,0
723164#0,797117#0,0
723164#0,193030#0,0
723164#0,192888#0,0
723164#0,73501#0,0
723164#0,1087416#0,0
10375#0,474719#2,1
10375#0,217433#4,1
10375#0,61106#4,0
10375#0,46062#3,0
10375#0,842#4,0
10375#0,2308#5,0
10375#0,487745#12,0
10375#0,819983#1,0
10375#0,983247#14,0
10375#0,463639#5,0
381941#0,32739#5,1
381941#0,78847#2,0
381941#0,1328245#0,0
381941#0,76633#0,0
381941#0,32739#1,0
381941#0,191087#0,0
381941#0,1328250#0,0
381941#0,32739#2,0
381941#0,695180#0,0
381941#0,1328250#2,0
194996#0,2720#4,1
194996#0,974621#0,0
194996#0,2720#9,0
194996#0,40322#0,0
194996#0,1281797#0,0
194996#0,2720#5,0
194996#0,2720#6,0
194996#0,11849#1,0
194996#0,2720#2,0
194996#0,9404#1,0
931582#0,640636#0,1
931582#0,1217182#0,0
931582#0,616239#0,0
931582#0,59707#0,0
931582#0,32161#2,0
931582#0,633056#0,0
931582#0,34892#0,0
931582#0,59707#1,0
931582#0,59705#0,0
931582#0,708810#4,0
212247#0,897121#12,1
212247#0,506891#1,0
212247#0,6034#1,0
212247#0,43086#1,0
212247#0,506891#0,0
212247#0,501471#0,0
212247#0,855354#2,0
212247#0,473893#4,0
212247#0,5411#0,0
212247#0,166196#4,0
229285#0,526043#0,1
229285#0,16923#1,1
229285#0,553216#27,1
229285#0,553216#26,1
229285#0,553216#19,0
229285#0,47017#1,0
229285#0,158978#2,0
229285#0,16924#1,0
229285#0,39213#0,0
229285#0,1136925#0,0
71704#0,46161#4,1
71704#0,41423#1,1
71704#0,41423#0,1
71704#0,10866#10,1
71704#0,25059#32,0
71704#0,1189289#10,0
71704#0,97933#20,0
71704#0,577832#3,0
71704#0,99326#18,0
71704#0,11155#6,0
74#0,108315#16,1
74#0,222663#0,0
74#0,108315#20,0
74#0,1106812#4,0
74#0,2472#1,0
74#0,1299145#14,0
74#0,632713#11,0
74#0,694855#1,0
74#0,108315#19,0
74#0,73289#0,0
1022042#0,881284#0,1
1022042#0,792616#0,1
1022042#0,68285#1,0
1022042#0,1323204#0,0
1022042#0,106829#13,0
1022042#0,880520#0,0
1022042#0,1215376#0,0
1022042#0,1745#11,0
1022042#0,214873#1,0
1022042#0,79431#13,0
184439#0,62692#0,1
184439#0,6072#0,0
184439#0,1323545#1,0
184439#0,950151#0,0
184439#0,246885#26,0
184439#0,771#5,0
184439#0,1264240#7,0
184439#0,29169#37,0
184439#0,1144820#11,0
184439#0,809148#0,0
59009#0,65219#0,1
59009#0,1099421#0,0
59009#0,709314#12,0
59009#0,723330#1,0
59009#0,30472#9,0
59009#0,722138#11,0
59009#0,1121944#0,0
59009#0,756312#21,0
59009#0,152259#1,0
59009#0,723330#0,0
912671#0,1695#0,1
912671#0,2392#0,1
912671#0,727511#0,0
912671#0,1279778#0,0
912671#0,1695#9,0
912671#0,1695#2,0
912671#0,49778#0,0
912671#0,219912#0,0
912671#0,1147334#0,0
912671#0,1695#6,0
102385#0,432505#0,1
102385#0,1051327#1,0
102385#0,24448#7,0
102385#0,300345#0,0
102385#0,71375#1,0
102385#0,1749#32,0
102385#0,928870#2,0
102385#0,193019#0,0
102385#0,180098#1,0
102385#0,248011#11,0
4776#0,7452#1,1
4776#0,1242033#0,1
4776#0,4880#0,1
4776#0,184700#1,0
4776#0,664078#1,0
4776#0,760991#1,0
4776#0,186966#9,0
4776#0,4880#6,0
4776#0,48289#4,0
4776#0,161844#1,0
542560#0,1050493#1,1
542560#0,1258347#1,0
542560#0,715605#6,0
542560#0,1141429#0,0
542560#0,1067367#5,0
542560#0,1805#49,0
542560#0,1243881#0,0
542560#0,966562#2,0
542560#0,715605#12,0
542560#0,1231391#8,0
833875#0,50348#0,1
833875#0,1269231#0,0
833875#0,1230548#6,0
833875#0,850663#5,0
833875#0,26080#7,0
833875#0,50348#1,0
833875#0,1230548#1,0
833875#0,1063162#3,0
833875#0,9934#9,0
833875#0,1190366#0,0
1076565#0,1018125#9,1
1076565#0,1188613#0,1
1076565#0,500323#0,0
1076565#0,1016395#3,0
1076565#0,216339#18,0
1076565#0,192668#16,0
1076565#0,695409#0,0
1076565#0,1141757#0,0
1076565#0,1304653#0,0
1076565#0,30966#4,0
731512#0,816521#1,1
731512#0,796023#1,0
731512#0,380985#6,0
731512#0,220431#12,0
731512#0,470129#9,0
731512#0,220431#11,0
731512#0,796023#2,0
731512#0,248327#3,0
731512#0,841806#28,0
731512#0,220431#13,0
228915#0,179571#40,1
228915#0,179571#49,0
228915#0,179571#48,0
228915#0,179571#34,0
228915#0,45644#26,0
228915#0,431071#2,0
228915#0,179571#1,0
228915#0,1352399#5,0
228915#0,179571#53,0
228915#0,431071#4,0
700282#0,1259132#4,1
700282#0,1259132#1,0
700282#0,222569#9,0
700282#0,695276#11,0
700282#0,1174739#10,0
700282#0,1174739#22,0
700282#0,1174739#4,0
700282#0,222569#2,0
700282#0,222569#3,0
700282#0,216975#5,0
435197#0,725880#13,1
435197#0,11531#6,1
435197#0,436932#0,0
435197#0,5797#0,0
435197#0,175482#17,0
435197#0,215938#0,0
435197#0,11531#0,0
435197#0,6283#12,0
435197#0,175482#21,0
435197#0,182083#7,0
502869#0,904608#2,1
502869#0,249662#21,0
502869#0,904608#4,0
502869#0,190086#20,0
502869#0,249662#38,0
502869#0,190086#13,0
502869#0,1338607#1,0
502869#0,249662#31,0
502869#0,249662#32,0
502869#0,175962#8,0
857251#0,2556#1,1
857251#0,2556#10,1
857251#0,866066#14,0
857251#0,497779#2,0
857251#0,2437#5,0
857251#0,7828#7,0
857251#0,1737#1,0
857251#0,34416#1,0
857251#0,7503#4,0
857251#0,7493#9,0
41572#0,228435#0,1
41572#0,980583#1,0
41572#0,228435#3,0
41572#0,300176#7,0
41572#0,228435#4,0
41572#0,1089988#3,0
41572#0,1145010#0,0
41572#0,980550#1,0
41572#0,893177#7,0
41572#0,980550#3,0
1008134#0,544149#2,1
1008134#0,544149#0,0
1008134#0,381170#0,0
1008134#0,147181#1,0
1008134#0,214941#29,0
1008134#0,1106070#8,0
1008134#0,248251#3,0
1008134#0,1106070#6,0
1008134#0,222293#5,0
1008134#0,184799#46,0
552422#0,1106695#18,1
552422#0,221228#0,1
552422#0,1106695#29,1
552422#0,34835#29,1
552422#0,102360#0,1
552422#0,2220#65,1
552422#0,940467#16,0
552422#0,557288#0,0
552422#0,11770#62,0
552422#0,222668#1,0
23683#0,914#0,1
23683#0,981713#0,1
23683#0,914#7,1
23683#0,211871#33,1
23683#0,774985#1,1
23683#0,980209#1,0
23683#0,528510#0,0
23683#0,1217605#2,0
23683#0,868418#1,0
23683#0,523710#0,0
191910#0,65138#1,1
191910#0,15642#3,0
191910#0,737259#0,0
191910#0,1128167#0,0
191910#0,698176#0,0
191910#0,62278#1,0
191910#0,1344649#1,0
191910#0,737263#0,0
191910#0,221139#36,0
191910#0,12613#4,0
641808#0,1277812#14,1
641808#0,381213#0,0
641808#0,913595#7,0
641808#0,222261#5,0
641808#0,14345#10,0
641808#0,221191#37,0
641808#0,247145#6,0
641808#0,216650#12,0
641808#0,164273#35,0
641808#0,100978#18,0
472195#0,672376#1,1
472195#0,45778#5,0
472195#0,45778#4,0
472195#0,1131137#52,0
472195#0,45778#9,0
472195#0,2706#34,0
472195#0,45778#8,0
472195#0,2706#15,0
472195#0,39417#3,0
472195#0,261829#3,0
193977#0,554393#0,1
193977#0,554393#1,0
193977#0,764003#0,0
193977#0,797422#0,0
193977#0,1187664#0,0
193977#0,1034797#0,0
193977#0,797358#0,0
193977#0,554393#2,0
193977#0,2706#61,0
193977#0,1316559#0,0
1029166#0,793908#0,1
1029166#0,1255815#0,0
1029166#0,1323426#0,0
1029166#0,797358#0,0
1029166#0,193032#2,0
1029166#0,1321168#0,0
1029166#0,764003#0,0
1029166#0,554393#1,0
1029166#0,1323448#0,0
1029166#0,1255818#0,0
509441#0,1034134#0,1
509441#0,1031960#0,0
509441#0,772679#1,0
509441#0,9827#29,0
509441#0,2949#30,0
509441#0,2949#32,0
509441#0,2949#27,0
509441#0,745150#1,0
509441#0,2949#46,0
509441#0,479601#0,0
230729#0,793901#0,1
230729#0,793908#0,0
230729#0,1322718#0,0
230729#0,1255818#0,0
230729#0,186854#0,0
230729#0,31220#0,0
230729#0,967189#0,0
230729#0,1034797#0,0
230729#0,797164#0,0
230729#0,1323448#0,0
1275549#0,56512#0,1
1275549#0,56512#2,1
1275549#0,56512#5,0
1275549#0,56512#6,0
1275549#0,56512#4,0
1275549#0,1232807#17,0
1275549#0,666738#6,0
1275549#0,14774#1,0
1275549#0,13611#27,0
1275549#0,462869#12,0
190967#0,1292#7,1
190967#0,63645#0,0
190967#0,26294#3,0
190967#0,1687#4,0
190967#0,190212#45,0
190967#0,7041#6,0
190967#0,526081#2,0
190967#0,50143#25,0
190967#0,46971#11,0
190967#0,190506#0,0
1292716#0,744825#2,1
1292716#0,744825#0,1
1292716#0,673836#7,1
1292716#0,833124#1,1
1292716#0,219332#0,1
1292716#0,181617#139,1
1292716#0,6931#1,0
1292716#0,744825#17,0
1292716#0,744825#13,0
1292716#0,28644#8,0
78248#0,26263#0,1
78248#0,26262#16,1
78248#0,1288763#2,1
78248#0,909723#11,0
78248#0,26263#13,0
78248#0,26263#7,0
78248#0,26263#8,0
78248#0,830015#3,0
78248#0,26263#1,0
78248#0,26263#12,0
1121538#0,797374#0,1
1121538#0,1024673#0,0
1121538#0,597756#0,0
1121538#0,516422#3,0
1121538#0,1331048#0,0
1121538#0,1323426#0,0
1121538#0,17743#2,0
1121538#0,1037697#0,0
1121538#0,1332446#0,0
1121538#0,98187#0,0
183978#0,33718#3,1
183978#0,68940#1,0
183978#0,44786#40,0
183978#0,220991#5,0
183978#0,531019#5,0
183978#0,186458#2,0
183978#0,75924#0,0
183978#0,75922#4,0
183978#0,799098#6,0
183978#0,19496#9,0
757323#0,1352156#28,1
757323#0,1218419#1,0
757323#0,191382#40,0
757323#0,14329#5,0
757323#0,4824#7,0
757323#0,936796#5,0
757323#0,2579#4,0
757323#0,554395#2,0
757323#0,13221#0,0
757323#0,542784#8,0
494941#0,4361#26,1
494941#0,433687#2,1
494941#0,4361#24,1
494941#0,1345167#9,0
494941#0,4361#57,0
494941#0,4361#58,0
494941#0,166958#9,0
494941#0,1345167#1,0
494941#0,600820#10,0
494941#0,19884#4,0
215023#0,94065#5,1
215023#0,97478#0,0
