qid,docno,label
1099346#0,326051#8,0
1099346#0,5881#9,0
1099346#0,15946#5,0
1099346#0,1848742#0,0
1099346#0,26505#24,0
1099346#0,96991#2,0
1099346#0,31230#23,0
1099346#0,933033#2,0
7125330#0,427#41,1
7125330#0,427#56,0
7125330#0,6893#3,0
7125330#0,4835172#0,0
7125330#0,7319275#0,0
7125330#0,140682#0,0
7125330#0,7388184#0,0
7125330#0,12740#13,0
7125330#0,3456996#0,0
7125330#0,7729384#1,0
392494#0,7637375#8,1
392494#0,5209195#0,0
392494#0,58540#16,0
392494#0,1113687#0,0
392494#0,1678906#11,0
392494#0,226664#10,0
392494#0,6065385#1,0
392494#0,7412585#2,0
392494#0,1060742#5,0
392494#0,226664#9,0
123481#0,1166571#1,1
123481#0,1166571#6,1
123481#0,1166571#0,0
123481#0,4435986#8,0
123481#0,627858#5,0
123481#0,5416658#36,0
123481#0,1166571#2,0
123481#0,4435986#3,0
123481#0,842899#17,0
123481#0,1166571#7,0
3307987#0,23184#10,1
3307987#0,23128#38,1
3307987#0,23128#0,0
3307987#0,2891466#0,0
3307987#0,23128#2,0
3307987#0,4569228#31,0
3307987#0,3974046#20,0
3307987#0,2910219#1,0
3307987#0,392189#0,0
3307987#0,23119#4,0
3178735#0,1239996#1,1
3178735#0,55821#1,0
3178735#0,1374#19,0
3178735#0,55821#0,0
3178735#0,5502082#29,0
3178735#0,55821#5,0
3178735#0,1239996#7,0
3178735#0,1239996#2,0
3178735#0,1239996#8,0
3178735#0,7727807#2,0
7796414#0,453780#0,1
7796414#0,7284076#1,1
7796414#0,1333584#0,1
7796414#0,7340576#0,1
7796414#0,4551241#3,0
7796414#0,39819#0,0
7796414#0,31155#4,0
7796414#0,22259#1,0
7796414#0,4794840#0,0
7796414#0,2790906#6,0
7191136#0,221435#1,1
7191136#0,518#0,1
7191136#0,221435#0,0
7191136#0,2283#40,0
7191136#0,592226#6,0
7191136#0,3345704#1,0
7191136#0,1321436#1,0
7191136#0,897223#3,0
7191136#0,6209988#0,0
7191136#0,70212#2,0
7686564#0,5420120#2,1
7686564#0,2740#38,1
7686564#0,2740#19,1
7686564#0,176722#6,1
7686564#0,543#0,1
7686564#0,1845820#17,0
7686564#0,77770#5,0
7686564#0,283292#1,0
7686564#0,88004#12,0
7686564#0,328449#2,0
99150#0,45708#1,1
99150#0,155689#6,0
99150#0,155689#3,0
99150#0,1119909#0,0
99150#0,155689#5,0
99150#0,6387702#6,0
99150#0,155689#21,0
99150#0,7126408#13,0
99150#0,4493788#1,0
99150#0,1121100#6,0
7855700#0,58035#0,1
7855700#0,58008#0,1
7855700#0,268415#16,0
7855700#0,58008#6,0
7855700#0,58035#3,0
7855700#0,58008#5,0
7855700#0,58008#3,0
7855700#0,5863071#2,0
7855700#0,58008#4,0
7855700#0,58008#12,0
55750#0,1443#1,1
55750#0,1443#27,0
55750#0,1439#9,0
55750#0,1443#25,0
55750#0,447#28,0
55750#0,1443#39,0
55750#0,5683720#1,0
55750#0,108505#6,0
55750#0,1443#3,0
55750#0,427#41,0
5054814#0,3130#3,1
5054814#0,1836#1,1
5054814#0,21033#28,0
5054814#0,3136#20,0
5054814#0,1845820#24,0
5054814#0,13394#1,0
5054814#0,492820#7,0
5054814#0,1375756#0,0
5054814#0,767525#14,0
5054814#0,481#87,0
3141003#0,6076583#0,1
3141003#0,6076583#1,0
3141003#0,3056116#0,0
3141003#0,1903244#0,0
3141003#0,175769#0,0
3141003#0,594291#18,0
3141003#0,7594645#3,0
3141003#0,3018#46,0
3141003#0,80909#9,0
3141003#0,408260#0,0
95214#0,3909#5,1
95214#0,124220#8,1
95214#0,300195#0,1
95214#0,1090392#0,0
95214#0,5195519#3,0
95214#0,1090392#1,0
95214#0,300195#90,0
95214#0,226335#11,0
95214#0,3909#24,0
95214#0,1090392#5,0
4492687#0,153088#0,1
4492687#0,571399#21,0
4492687#0,153088#2,0
4492687#0,22793#20,0
4492687#0,1160038#0,0
4492687#0,331650#17,0
4492687#0,669439#0,0
4492687#0,688769#0,0
4492687#0,308591#13,0
4492687#0,669444#0,0
201520#0,3136#42,1
201520#0,3136#41,1
201520#0,26262#7,1
201520#0,672941#2,1
201520#0,3136#47,0
201520#0,3136#43,0
201520#0,3136#45,0
201520#0,3136#46,0
201520#0,3136#1,0
201520#0,3136#110,0
915309#0,36952#0,1
915309#0,36952#1,1
915309#0,43841#0,1
915309#0,39129#26,0
915309#0,39129#0,0
915309#0,1529805#0,0
915309#0,39129#1,0
915309#0,39129#34,0
915309#0,4464541#6,0
915309#0,39129#33,0
377528#0,3904824#3,1
377528#0,930359#6,1
377528#0,930359#0,1
377528#0,1349895#0,0
377528#0,930361#0,0
377528#0,212859#10,0
377528#0,930361#3,0
377528#0,212859#14,0
377528#0,212859#17,0
377528#0,43080#1,0
2823291#0,44850#43,1
2823291#0,3186593#0,1
2823291#0,44850#32,1
2823291#0,1886113#0,1
2823291#0,3472832#0,1
2823291#0,472370#0,0
2823291#0,622#4,0
2823291#0,44850#44,0
2823291#0,44850#53,0
2823291#0,44850#0,0
1456594#0,1494386#0,1
1456594#0,728096#3,0
1456594#0,6097460#4,0
1456594#0,1305663#8,0
1456594#0,340779#1,0
1456594#0,3380784#1,0
1456594#0,6062045#0,0
1456594#0,4339892#0,0
1456594#0,108186#38,0
1456594#0,4785426#1,0
7363147#0,648072#0,1
7363147#0,48341#19,1
7363147#0,6228665#0,0
7363147#0,216368#9,0
7363147#0,3200721#0,0
7363147#0,1367645#0,0
7363147#0,1008541#0,0
7363147#0,98111#0,0
7363147#0,979665#4,0
7363147#0,105202#0,0
3798264#0,545480#1,1
3798264#0,545480#0,1
3798264#0,502642#18,0
3798264#0,5751767#0,0
3798264#0,182671#26,0
3798264#0,481#112,0
3798264#0,610543#0,0
3798264#0,492820#7,0
3798264#0,388018#1,0
3798264#0,7412402#2,0
6254216#0,25393#0,1
6254216#0,1182#20,1
6254216#0,4943054#5,1
6254216#0,585756#0,0
6254216#0,25393#1,0
6254216#0,25393#2,0
6254216#0,3778875#0,0
6254216#0,193732#1,0
6254216#0,25393#7,0
6254216#0,25393#4,0
983599#0,5866254#3,1
983599#0,1087435#0,1
983599#0,5754240#1,1
983599#0,687#9,1
983599#0,5754240#5,0
983599#0,5754240#4,0
983599#0,96906#12,0
983599#0,50372#2,0
983599#0,799367#0,0
983599#0,1581826#0,0
109770#0,1311#0,1
109770#0,1462482#0,1
109770#0,998540#1,1
109770#0,966238#1,0
109770#0,1311#26,0
109770#0,1311#42,0
109770#0,7182640#1,0
109770#0,7182640#6,0
109770#0,1443601#11,0
109770#0,1462482#70,0
986345#0,449#34,1
986345#0,449#33,1
986345#0,2949679#3,0
986345#0,2893553#1,0
986345#0,22924#2,0
986345#0,449#27,0
986345#0,3843844#0,0
986345#0,37913#7,0
986345#0,3493447#0,0
986345#0,96324#6,0
3443100#0,44850#69,1
3443100#0,1410109#17,1
3443100#0,587#8,1
3443100#0,587#0,1
3443100#0,587#11,1
3443100#0,3249017#0,1
3443100#0,587#10,1
3443100#0,587#3,1
3443100#0,587#5,0
3443100#0,587#9,0
649833#0,651754#6,1
649833#0,651754#3,1
649833#0,583244#21,0
649833#0,986#77,0
649833#0,971845#1,0
649833#0,3243#91,0
649833#0,660824#0,0
649833#0,1109722#0,0
649833#0,5722461#0,0
649833#0,93858#11,0
7167981#0,6106#0,1
7167981#0,6106#3,1
7167981#0,71823#4,0
7167981#0,6106#23,0
7167981#0,6106#6,0
7167981#0,495104#10,0
7167981#0,740027#6,0
7167981#0,6106#4,0
7167981#0,3420#2,0
7167981#0,6106#24,0
737333#0,51848#12,1
737333#0,40921#20,1
737333#0,1300118#3,1
737333#0,7830793#1,1
737333#0,480242#2,1
737333#0,40921#1,0
737333#0,1219741#1,0
737333#0,7641404#1,0
737333#0,4398738#2,0
737333#0,6503#6,0
459580#0,3362372#6,1
459580#0,3337825#2,1
459580#0,99204#13,0
459580#0,7055391#0,0
459580#0,687#30,0
459580#0,99204#0,0
459580#0,99204#3,0
459580#0,99204#6,0
459580#0,99204#18,0
459580#0,106267#48,0
3470825#0,3305448#12,1
3470825#0,42541#10,1
3470825#0,247430#104,1
3470825#0,131490#0,0
3470825#0,5050163#4,0
3470825#0,3219717#2,0
3470825#0,3470825#0,0
3470825#0,3044658#1,0
3470825#0,131490#7,0
3470825#0,3934#7,0
5473027#0,3145114#0,1
5473027#0,1086916#3,1
5473027#0,535390#7,0
5473027#0,6311778#1,0
5473027#0,174376#1,0
5473027#0,6311778#5,0
5473027#0,32634#2,0
5473027#0,32634#37,0
5473027#0,6311778#12,0
5473027#0,409363#21,0
6643007#0,689876#1,1
6643007#0,1715#32,1
6643007#0,7535061#14,1
6643007#0,689876#3,0
6643007#0,674064#11,0
6643007#0,6100#2,0
6643007#0,674064#0,0
6643007#0,306076#11,0
6643007#0,689876#2,0
6643007#0,36845#38,0
5394127#0,264054#1,1
5394127#0,264054#12,1
5394127#0,264054#0,0
5394127#0,264054#18,0
5394127#0,264054#15,0
5394127#0,264054#2,0
5394127#0,264054#16,0
5394127#0,264054#4,0
5394127#0,4388717#2,0
5394127#0,264054#3,0
4040#0,3443#102,1
4040#0,3443#100,1
4040#0,3443#101,1
4040#0,5792609#0,0
4040#0,649124#0,0
4040#0,1318346#0,0
4040#0,1330561#0,0
4040#0,1652554#0,0
4040#0,39793#75,0
4040#0,459915#1,0
1624827#0,912695#6,1
1624827#0,18665#7,0
1624827#0,139338#3,0
1624827#0,18665#1,0
1624827#0,165842#0,0
1624827#0,328120#4,0
1624827#0,25187#32,0
1624827#0,1545883#8,0
1624827#0,313864#1,0
1624827#0,194292#0,0
1403313#0,299087#0,1
1403313#0,299087#1,1
1403313#0,183614#33,1
1403313#0,6032880#8,1
1403313#0,299087#3,0
1403313#0,7012686#0,0
1403313#0,1852033#0,0
1403313#0,24447#3,0
1403313#0,4980420#23,0
1403313#0,3170909#29,0
6471242#0,3121#62,1
6471242#0,2935487#1,1
6471242#0,7673155#1,0
6471242#0,7122013#4,0
6471242#0,148228#1,0
6471242#0,194353#38,0
6471242#0,7122013#5,0
6471242#0,12734#35,0
6471242#0,1626870#18,0
6471242#0,2935487#13,0
3772100#0,167459#26,1
3772100#0,359993#19,1
3772100#0,466591#17,0
3772100#0,565549#0,0
3772100#0,359993#26,0
3772100#0,359993#25,0
3772100#0,7403964#0,0
3772100#0,6621209#9,0
3772100#0,872749#2,0
3772100#0,6788124#4,0
5767164#0,5926267#1,1
5767164#0,36342#1,0
5767164#0,36342#6,0
5767164#0,36342#5,0
5767164#0,4291542#2,0
5767164#0,185971#2,0
5767164#0,6710180#4,0
5767164#0,6951423#10,0
5767164#0,36342#7,0
5767164#0,7859476#24,0
3183390#0,247418#97,1
3183390#0,517133#9,1
3183390#0,3121866#1,0
3183390#0,3121866#0,0
3183390#0,1441295#1,0
3183390#0,52131#7,0
3183390#0,3131288#3,0
3183390#0,3131288#0,0
3183390#0,109652#21,0
3183390#0,6795433#4,0
7737289#0,949426#1,1
7737289#0,428010#122,0
7737289#0,1120483#28,0
7737289#0,435#42,0
7737289#0,435#41,0
7737289#0,152341#23,0
7737289#0,451#108,0
7737289#0,3149084#1,0
7737289#0,5359341#6,0
7737289#0,5359341#7,0
1854369#0,117876#4,1
1854369#0,5520809#3,1
1854369#0,443#44,1
1854369#0,39153#14,1
1854369#0,443#45,1
1854369#0,5595308#3,1
1854369#0,7105#10,0
1854369#0,1050749#25,0
1854369#0,225628#14,0
1854369#0,7105#15,0
1041302#0,102115#0,1
1041302#0,1340#17,1
1041302#0,33753#20,0
1041302#0,225807#2,0
1041302#0,6241875#3,0
1041302#0,42407#8,0
1041302#0,74#12,0
1041302#0,697939#0,0
1041302#0,86039#14,0
1041302#0,149825#5,0
2946164#0,64872#6,1
2946164#0,132852#3,1
2946164#0,450221#0,1
2946164#0,64872#0,0
2946164#0,7446954#0,0
2946164#0,6149483#1,0
2946164#0,3228559#0,0
2946164#0,512332#0,0
2946164#0,16421#0,0
2946164#0,5077667#2,0
1474070#0,8269#0,1
1474070#0,7103082#0,1
1474070#0,8269#20,0
1474070#0,7103082#8,0
1474070#0,8269#5,0
1474070#0,8269#1,0
1474070#0,8269#3,0
1474070#0,4064#2,0
1474070#0,40542#25,0
1474070#0,8269#4,0
257669#0,3914328#12,1
257669#0,1702457#2,1
257669#0,955725#3,0
257669#0,3914328#11,0
257669#0,3914328#13,0
257669#0,1702457#1,0
257669#0,955725#13,0
257669#0,955725#16,0
257669#0,955725#18,0
257669#0,6377916#1,0
7528645#0,1541721#15,1
7528645#0,1712825#1,0
7528645#0,235#39,0
7528645#0,2770960#2,0
7528645#0,5597116#0,0
7528645#0,465#61,0
7528645#0,1712825#2,0
7528645#0,1795928#11,0
7528645#0,255386#2,0
7528645#0,4017889#5,0
1582823#0,1521766#4,1
1582823#0,1521766#23,1
1582823#0,1521766#1,0
1582823#0,54095#0,0
1582823#0,1521766#57,0
1582823#0,1122090#0,0
1582823#0,1521766#7,0
1582823#0,1521766#28,0
1582823#0,1521766#14,0
1582823#0,1521766#34,0
741585#0,92809#34,1
741585#0,7397789#14,1
741585#0,7566432#2,1
741585#0,3983548#15,0
741585#0,7022587#3,0
741585#0,7743932#2,0
741585#0,7022587#8,0
741585#0,7743932#1,0
741585#0,111232#3,0
741585#0,518669#25,0
1780735#0,3886867#0,1
1780735#0,3929707#0,1
1780735#0,3928650#0,1
1780735#0,3955234#1,1
1780735#0,1716#0,1
1780735#0,3975343#0,1
1780735#0,6182916#0,0
1780735#0,7026864#4,0
1780735#0,93984#0,0
1780735#0,1716#1,0
2964872#0,3127#0,1
2964872#0,2134#7,1
2964872#0,6885671#10,1
2964872#0,7670869#3,1
2964872#0,538382#1,1
2964872#0,1130256#8,1
2964872#0,538382#2,0
2964872#0,2134#25,0
2964872#0,641023#1,0
2964872#0,3197471#1,0
2920671#0,90349#20,1
2920671#0,5438#36,1
2920671#0,795808#0,1
2920671#0,5438#0,0
2920671#0,5438#39,0
2920671#0,3447844#0,0
2920671#0,518#0,0
2920671#0,90349#0,0
2920671#0,906583#4,0
2920671#0,3086870#0,0
2897288#0,4387412#17,1
2897288#0,1530895#3,1
2897288#0,25212#1,0
2897288#0,25221#1,0
2897288#0,626869#11,0
2897288#0,7694540#14,0
2897288#0,25117#13,0
2897288#0,550521#3,0
2897288#0,38357#1,0
2897288#0,730610#8,0
1712324#0,450221#47,1
1712324#0,6481844#10,1
1712324#0,323170#3,1
1712324#0,5899544#1,1
1712324#0,12428#4,0
1712324#0,5899544#2,0
1712324#0,5899544#8,0
1712324#0,3556060#0,0
1712324#0,5899544#6,0
1712324#0,5577#47,0
4714055#0,514226#0,1
4714055#0,4090#60,1
4714055#0,4090#55,1
4714055#0,514226#6,1
4714055#0,55574#15,0
4714055#0,4090#56,0
4714055#0,25525#17,0
4714055#0,4090#54,0
4714055#0,220447#48,0
4714055#0,711009#11,0
5921248#0,1305778#2,1
5921248#0,1380794#2,1
5921248#0,1174865#1,0
5921248#0,6591484#0,0
5921248#0,373338#3,0
5921248#0,234473#4,0
5921248#0,116879#3,0
5921248#0,1002227#1,0
5921248#0,7669619#1,0
5921248#0,920785#6,0
5091392#0,247691#29,1
5091392#0,1777649#2,1
5091392#0,247691#25,1
5091392#0,247691#19,1
5091392#0,7029276#3,0
5091392#0,2802873#0,0
5091392#0,3984604#11,0
5091392#0,4540650#0,0
5091392#0,2761705#6,0
5091392#0,1802872#9,0
1050376#0,92973#10,1
1050376#0,92973#9,1
1050376#0,92973#8,1
1050376#0,463#129,0
1050376#0,92973#20,0
1050376#0,92973#27,0
1050376#0,92973#1,0
1050376#0,92973#2,0
1050376#0,92973#0,0
1050376#0,92973#4,0
2752173#0,25306#21,1
2752173#0,5545828#1,0
2752173#0,396804#22,0
2752173#0,1075623#0,0
2752173#0,25306#51,0
2752173#0,25306#52,0
2752173#0,25306#50,0
2752173#0,25306#13,0
2752173#0,5152475#5,0
2752173#0,25306#20,0
7288545#0,428534#0,1
7288545#0,124995#8,1
7288545#0,6211685#1,0
7288545#0,186272#6,0
7288545#0,1415444#0,0
7288545#0,3130#24,0
7288545#0,3130#23,0
7288545#0,6948#47,0
7288545#0,3130#41,0
7288545#0,5560002#2,0
31232#0,1165636#5,1
31232#0,51588#0,1
31232#0,1565425#0,0
31232#0,1540057#21,0
31232#0,467#19,0
31232#0,467#45,0
31232#0,1159258#0,0
31232#0,5588330#8,0
31232#0,295484#3,0
31232#0,443998#2,0
24673#0,263149#5,1
24673#0,263149#6,0
24673#0,263149#8,0
24673#0,263149#1,0
24673#0,263149#9,0
24673#0,263149#0,0
24673#0,263149#3,0
24673#0,263149#14,0
24673#0,263149#7,0
24673#0,3479798#1,0
575160#0,90596#1,1
575160#0,86757#37,0
575160#0,754602#58,0
575160#0,90596#12,0
575160#0,754602#59,0
575160#0,666178#0,0
575160#0,86757#0,0
575160#0,3457919#14,0
575160#0,103940#1,0
575160#0,90596#23,0
740457#0,3463105#6,1
740457#0,398349#0,0
740457#0,248138#23,0
740457#0,924129#2,0
740457#0,248138#14,0
740457#0,7237494#25,0
740457#0,494291#1,0
740457#0,7237494#29,0
740457#0,3463105#9,0
740457#0,958457#0,0
757273#0,316523#0,1
757273#0,1188358#0,1
757273#0,915952#2,0
757273#0,3837562#27,0
757273#0,157455#2,0
757273#0,2837060#0,0
757273#0,11971#0,0
757273#0,5665609#32,0
757273#0,2947656#1,0
757273#0,51287#7,0
6925027#0,3415987#0,1
6925027#0,9654#0,1
6925027#0,3416000#2,1
6925027#0,9654#5,1
6925027#0,4360033#1,1
6925027#0,6982261#1,1
6925027#0,3415987#5,1
6925027#0,9654#11,1
6925027#0,9654#3,0
6925027#0,9654#12,0
3952456#0,1514310#0,1
3952456#0,723803#1,1
3952456#0,668439#3,1
3952456#0,1106123#0,0
3952456#0,668439#0,0
3952456#0,6235046#4,0
3952456#0,6235046#0,0
3952456#0,803397#1,0
3952456#0,1026221#1,0
3952456#0,1481374#0,0
1578431#0,603273#6,1
1578431#0,603273#9,0
1578431#0,603273#16,0
1578431#0,603273#7,0
1578431#0,4729864#0,0
1578431#0,4481327#12,0
1578431#0,75949#71,0
1578431#0,4481327#14,0
1578431#0,4858982#5,0
1578431#0,603273#1,0
328609#0,6338676#40,1
328609#0,481#111,1
328609#0,4439581#0,1
328609#0,6338676#39,0
328609#0,6338676#9,0
328609#0,339296#0,0
328609#0,769173#0,0
328609#0,481#108,0
328609#0,339296#3,0
328609#0,481#107,0
1848596#0,686#56,1
1848596#0,1533376#13,1
1848596#0,686#75,1
1848596#0,334871#18,1
1848596#0,122601#15,0
1848596#0,425567#4,0
1848596#0,4324488#1,0
1848596#0,5687349#2,0
1848596#0,5542413#2,0
1848596#0,50992#21,0
4013190#0,8299#64,1
4013190#0,535275#13,0
4013190#0,5224885#1,0
4013190#0,339151#4,0
4013190#0,535275#0,0
4013190#0,937749#14,0
4013190#0,672490#22,0
4013190#0,1278426#10,0
4013190#0,535275#2,0
4013190#0,672490#20,0
7792375#0,3443#110,1
7792375#0,6220622#0,1
7792375#0,3443#113,0
7792375#0,3443#115,0
7792375#0,3443#114,0
7792375#0,5280709#0,0
7792375#0,6220622#1,0
7792375#0,5310391#3,0
7792375#0,5276613#0,0
7792375#0,6005002#0,0
5966653#0,986#121,1
5966653#0,1569267#1,1
5966653#0,986#120,0
5966653#0,971845#8,0
5966653#0,2907006#2,0
5966653#0,1569267#9,0
5966653#0,204154#159,0
5966653#0,1569267#5,0
5966653#0,1569267#7,0
5966653#0,1569267#8,0
7593083#0,247201#23,1
7593083#0,34435#0,0
7593083#0,3905647#3,0
7593083#0,247201#6,0
7593083#0,5080224#0,0
7593083#0,5257504#4,0
7593083#0,1450344#3,0
7593083#0,1450344#8,0
7593083#0,34435#4,0
7593083#0,5080224#13,0
68360#0,385293#0,1
68360#0,165024#0,0
68360#0,870187#0,0
68360#0,3904850#1,0
68360#0,68360#0,0
68360#0,132699#0,0
68360#0,1097664#48,0
68360#0,64307#16,0
68360#0,7066292#0,0
68360#0,268680#1,0
7689861#0,1278538#1,1
7689861#0,1541403#1,1
7689861#0,109961#12,0
7689861#0,1541401#2,0
7689861#0,500784#2,0
7689861#0,611484#1,0
7689861#0,1278538#2,0
7689861#0,3237007#1,0
7689861#0,1262520#1,0
7689861#0,1244395#1,0
41928#0,152645#3,1
41928#0,971350#2,1
41928#0,3227582#1,1
41928#0,23622#63,0
41928#0,3930265#11,0
41928#0,584010#0,0
41928#0,7669274#0,0
41928#0,6917449#0,0
41928#0,1913772#0,0
41928#0,6218277#0,0
33944#0,78446#3,1
33944#0,78446#5,1
33944#0,44323#10,1
33944#0,77817#0,0
33944#0,78446#1,0
33944#0,21511#21,0
33944#0,213432#1,0
33944#0,24961#0,0
33944#0,78446#6,0
33944#0,24865#0,0
1498838#0,5093965#11,1
1498838#0,1647099#17,1
1498838#0,7884261#1,1
1498838#0,65365#1,1
1498838#0,3260327#0,1
1498838#0,525833#1,0
1498838#0,46128#19,0
1498838#0,46128#30,0
1498838#0,5504305#3,0
1498838#0,46128#9,0
1781261#0,495104#31,1
1781261#0,658706#0,0
1781261#0,673505#18,0
1781261#0,987790#0,0
1781261#0,615247#34,0
1781261#0,984383#0,0
1781261#0,6266813#1,0
1781261#0,51349#4,0
1781261#0,7145185#5,0
1781261#0,476094#2,0
6336325#0,1055152#60,1
6336325#0,307591#15,1
6336325#0,47862#32,1
6336325#0,168931#0,0
6336325#0,3803931#0,0
6336325#0,168931#6,0
6336325#0,4470193#5,0
6336325#0,6615900#0,0
6336325#0,6354746#0,0
6336325#0,65520#0,0
1695151#0,70797#1,1
1695151#0,70797#14,1
1695151#0,1696183#0,0
1695151#0,1695121#1,0
1695151#0,3103073#0,0
1695151#0,70797#15,0
1695151#0,456779#0,0
1695151#0,456740#0,0
1695151#0,70797#13,0
1695151#0,23128#34,0
7873063#0,5597369#8,1
7873063#0,39793#32,0
7873063#0,467120#0,0
7873063#0,464377#4,0
7873063#0,635771#9,0
7873063#0,39793#33,0
7873063#0,5529319#6,0
7873063#0,467120#8,0
7873063#0,799867#11,0
7873063#0,464377#5,0
1406694#0,55689#0,1
1406694#0,182114#0,0
1406694#0,55689#19,0
1406694#0,55689#1,0
1406694#0,55689#30,0
1406694#0,584798#0,0
1406694#0,57448#11,0
1406694#0,55689#13,0
1406694#0,55689#3,0
1406694#0,55689#4,0
109962#0,4728#12,1
109962#0,4129#3,1
109962#0,701133#7,1
109962#0,3187101#12,0
109962#0,873010#10,0
109962#0,701133#8,0
109962#0,46688#2,0
109962#0,6425637#1,0
109962#0,46688#0,0
109962#0,3324524#3,0
1243382#0,22469#5,1
1243382#0,108377#3,1
1243382#0,108385#5,1
1243382#0,2729164#13,0
1243382#0,1471032#0,0
1243382#0,7205464#0,0
1243382#0,772250#1,0
1243382#0,114526#0,0
1243382#0,518669#10,0
1243382#0,5646614#0,0
1431774#0,518#44,1
1431774#0,592226#0,1
1431774#0,592226#1,1
1431774#0,592226#3,1
1431774#0,592226#7,0
1431774#0,592226#2,0
1431774#0,592226#8,0
1431774#0,592226#11,0
1431774#0,5436#16,0
1431774#0,592226#10,0
678040#0,6676180#5,1
678040#0,3443827#2,1
678040#0,3024389#8,1
678040#0,3443827#0,1
678040#0,10597#13,1
678040#0,3024389#0,1
678040#0,3024389#13,0
678040#0,3024389#12,0
678040#0,1196598#36,0
678040#0,3024389#3,0
4251570#0,412#53,1
4251570#0,7415341#1,1
4251570#0,9622#0,0
4251570#0,17466#65,0
4251570#0,7129#0,0
4251570#0,7415341#0,0
4251570#0,640652#0,0
4251570#0,1698591#5,0
4251570#0,153759#0,0
4251570#0,7037#4,0
684042#0,1098205#0,1
684042#0,756615#4,1
684042#0,971#5,1
684042#0,387983#0,0
684042#0,387983#9,0
684042#0,1098205#3,0
684042#0,7478276#10,0
684042#0,7478276#14,0
684042#0,7478276#26,0
684042#0,7478276#48,0
808380#0,118653#0,1
808380#0,118653#1,0
808380#0,808868#1,0
808380#0,1016600#14,0
808380#0,808868#2,0
808380#0,5359#4,0
808380#0,113584#62,0
808380#0,85243#5,0
808380#0,123862#53,0
808380#0,84915#4,0
594049#0,661501#5,1
594049#0,3448#43,1
594049#0,307994#27,0
594049#0,26473#21,0
594049#0,96718#22,0
594049#0,4650112#3,0
594049#0,7183#26,0
594049#0,307994#28,0
594049#0,43096#9,0
594049#0,74183#16,0
4011514#0,261205#0,1
4011514#0,261205#6,1
4011514#0,1088176#0,1
4011514#0,3441236#0,0
4011514#0,132804#0,0
4011514#0,5620056#0,0
4011514#0,7468423#0,0
4011514#0,1638963#8,0
4011514#0,132801#0,0
4011514#0,899452#10,0
347832#0,3837904#1,1
347832#0,3112#0,1
347832#0,1673318#0,1
347832#0,2874158#10,0
347832#0,22949#0,0
347832#0,127631#1,0
347832#0,3114#0,0
347832#0,503018#8,0
347832#0,2318#0,0
347832#0,2972#0,0
2787210#0,91842#11,1
2787210#0,1087249#6,1
2787210#0,447#1,0
2787210#0,447#0,0
2787210#0,447#65,0
